so_id,supplier_id,user_id,priority,status,order_date,expected_delivery_date,actual_delivery_date,tracking_no
350,2,1,Low,Received,2025-05-12,2025-05-24,2025-05-24,TRK-000350
351,6,1,Normal,Received,2024-01-11,2024-01-25,2024-01-25,TRK-000351
352,6,1,High,Cancelled,2025-05-25,2025-06-08,,TRK-000352
353,6,1,Normal,Received,2024-01-04,2024-01-18,2024-01-18,TRK-000353
354,6,1,High,Received,2025-05-14,2025-05-28,2025-05-28,TRK-000354
355,5,1,Normal,Cancelled,2024-01-09,2024-01-15,,TRK-000355
356,5,1,Normal,Received,2025-05-25,2025-05-31,2025-05-31,TRK-000356
357,1,1,Low,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000357
358,1,1,High,Cancelled,2025-05-23,2025-05-30,,TRK-000358
359,2,1,High,Cancelled,2024-01-07,2024-01-19,,TRK-000359
360,2,1,Normal,Received,2025-05-24,2025-06-05,2025-06-05,TRK-000360
361,1,1,Low,Received,2024-01-07,2024-01-14,2024-01-14,TRK-000361
362,1,1,Normal,Cancelled,2024-10-20,2024-10-27,,TRK-000362
363,1,1,Normal,Received,2025-08-07,2025-08-14,2025-08-14,TRK-000363
364,2,1,High,Received,2024-01-03,2024-01-15,2024-01-15,TRK-000364
365,2,1,Normal,Received,2025-05-18,2025-05-30,2025-05-30,TRK-000365
366,5,1,High,Received,2024-01-01,2024-01-07,2024-01-07,TRK-000366
367,5,1,Normal,Cancelled,2025-05-13,2025-05-19,,TRK-000367
368,2,1,Normal,Cancelled,2024-01-10,2024-01-22,,TRK-000368
369,2,1,High,Cancelled,2025-05-29,2025-06-10,,TRK-000369
370,5,1,Normal,Cancelled,2024-01-01,2024-01-07,,TRK-000370
371,5,1,Normal,Received,2025-05-17,2025-05-23,2025-05-26,TRK-000371
372,1,1,Normal,Received,2024-01-15,2024-01-22,2024-01-22,TRK-000372
373,1,1,High,Received,2025-05-28,2025-06-04,2025-06-04,TRK-000373
374,2,1,Low,Received,2024-01-02,2024-01-14,2024-01-14,TRK-000374
375,2,1,Low,Cancelled,2025-05-20,2025-06-01,,TRK-000375
376,5,1,Low,Received,2024-01-09,2024-01-15,2024-01-20,TRK-000376
377,5,1,Low,Received,2025-05-26,2025-06-01,2025-06-01,TRK-000377
378,1,1,Normal,Received,2024-01-09,2024-01-16,2024-01-16,TRK-000378
379,1,1,Normal,Received,2025-04-12,2025-04-19,2025-04-19,TRK-000379
380,6,1,Normal,Received,2024-01-03,2024-01-17,2024-01-17,TRK-000380
381,6,1,Normal,Received,2025-05-12,2025-05-26,2025-05-26,TRK-000381
382,1,1,Normal,Cancelled,2024-01-06,2024-01-13,,TRK-000382
383,1,1,Normal,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000383
384,2,1,Normal,Received,2024-01-03,2024-01-15,2024-01-15,TRK-000384
385,2,1,Normal,Received,2025-05-12,2025-05-24,2025-05-24,TRK-000385
386,6,1,Normal,Received,2024-01-12,2024-01-26,2024-01-28,TRK-000386
387,6,1,Normal,Received,2025-05-29,2025-06-12,2025-06-12,TRK-000387
388,2,1,Normal,Received,2024-01-08,2024-01-20,2024-01-20,TRK-000388
389,2,1,High,Cancelled,2025-05-20,2025-06-01,,TRK-000389
390,1,1,Normal,Received,2024-01-09,2024-01-16,2024-01-16,TRK-000390
391,1,1,Normal,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000391
392,5,1,Low,Received,2024-01-02,2024-01-08,2024-01-08,TRK-000392
393,5,1,Normal,Received,2025-05-17,2025-05-23,2025-05-23,TRK-000393
394,1,1,Normal,Cancelled,2024-01-14,2024-01-21,,TRK-000394
395,1,1,High,Received,2025-05-24,2025-05-31,2025-05-31,TRK-000395
396,1,1,High,Received,2024-01-10,2024-01-17,2024-01-17,TRK-000396
397,1,1,Normal,Cancelled,2025-05-26,2025-06-02,,TRK-000397
398,2,1,Normal,Received,2024-01-11,2024-01-23,2024-01-23,TRK-000398
399,2,1,Normal,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000399
400,1,1,High,Received,2024-01-14,2024-01-21,2024-01-21,TRK-000400
401,1,1,High,Received,2025-05-27,2025-06-03,2025-06-03,TRK-000401
402,5,1,High,Received,2024-01-15,2024-01-21,2024-01-21,TRK-000402
403,5,1,Normal,Received,2025-05-26,2025-06-01,2025-06-01,TRK-000403
404,1,1,High,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000404
405,1,1,Low,Received,2024-09-28,2024-10-05,2024-10-06,TRK-000405
406,1,1,Normal,Received,2025-06-19,2025-06-26,2025-06-26,TRK-000406
407,1,1,High,Received,2024-01-12,2024-01-19,2024-01-24,TRK-000407
408,1,1,Normal,Received,2025-05-31,2025-06-07,2025-06-07,TRK-000408
409,1,1,Normal,Received,2024-01-11,2024-01-18,2024-01-18,TRK-000409
410,1,1,Normal,Received,2025-05-20,2025-05-27,2025-05-27,TRK-000410
411,3,1,Normal,Received,2024-01-11,2024-01-16,2024-01-16,TRK-000411
412,3,1,Normal,Received,2025-05-27,2025-06-01,2025-06-01,TRK-000412
413,5,1,Normal,Received,2024-01-15,2024-01-21,2024-01-23,TRK-000413
414,5,1,Normal,Cancelled,2025-06-03,2025-06-09,,TRK-000414
415,1,1,Normal,Received,2024-01-03,2024-01-10,2024-01-10,TRK-000415
416,1,1,Normal,Cancelled,2025-05-19,2025-05-26,,TRK-000416
417,1,1,Low,Received,2024-01-06,2024-01-13,2024-01-13,TRK-000417
418,1,1,Low,Cancelled,2025-05-20,2025-05-27,,TRK-000418
419,2,1,Normal,Cancelled,2024-01-14,2024-01-26,,TRK-000419
420,2,1,Low,Received,2025-06-02,2025-06-14,2025-06-14,TRK-000420
421,2,1,High,Cancelled,2024-01-08,2024-01-20,,TRK-000421
422,2,1,High,Cancelled,2025-05-22,2025-06-03,,TRK-000422
423,2,1,Normal,Received,2024-01-04,2024-01-16,2024-01-16,TRK-000423
424,2,1,High,Received,2025-05-16,2025-05-28,2025-05-28,TRK-000424
425,5,1,Low,Received,2024-01-03,2024-01-09,2024-01-09,TRK-000425
426,5,1,High,Cancelled,2024-07-19,2024-07-25,,TRK-000426
427,5,1,Normal,Cancelled,2025-02-05,2025-02-11,,TRK-000427
428,5,1,Low,Received,2025-08-22,2025-08-28,2025-08-28,TRK-000428
429,5,1,High,Received,2024-01-08,2024-01-14,2024-01-14,TRK-000429
430,5,1,Normal,Received,2024-04-18,2024-04-24,2024-04-24,TRK-000430
431,5,1,Normal,Cancelled,2024-08-05,2024-08-11,,TRK-000431
432,5,1,Low,Received,2024-11-22,2024-11-28,2024-11-28,TRK-000432
433,5,1,Normal,Received,2025-03-03,2025-03-09,2025-03-09,TRK-000433
434,5,1,Normal,Received,2025-06-17,2025-06-23,2025-06-23,TRK-000434
435,5,1,Normal,Received,2025-09-26,2025-10-02,2025-10-02,TRK-000435
436,2,1,Normal,Received,2024-01-01,2024-01-13,2024-01-13,TRK-000436
437,2,1,Normal,Cancelled,2025-05-13,2025-05-25,,TRK-000437
438,2,1,High,Received,2024-01-03,2024-01-15,2024-01-15,TRK-000438
439,2,1,High,Received,2025-05-20,2025-06-01,2025-06-01,TRK-000439
440,1,1,Low,Received,2024-01-11,2024-01-18,2024-01-22,TRK-000440
441,1,1,High,Received,2024-09-30,2024-10-07,2024-10-07,TRK-000441
442,1,1,Low,Received,2025-06-23,2025-06-30,2025-06-30,TRK-000442
443,4,1,High,Received,2024-01-06,2024-01-10,2024-01-10,TRK-000443
444,4,1,High,Received,2025-05-25,2025-05-29,2025-05-29,TRK-000444
445,1,1,High,Received,2024-01-11,2024-01-18,2024-01-18,TRK-000445
446,1,1,Normal,Received,2025-05-26,2025-06-02,2025-06-02,TRK-000446
447,3,1,Normal,Received,2024-01-13,2024-01-18,2024-01-18,TRK-000447
448,3,1,High,Cancelled,2025-05-23,2025-05-28,,TRK-000448
449,1,1,Normal,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000449
450,1,1,Normal,Received,2025-05-12,2025-05-19,2025-05-19,TRK-000450
451,5,1,High,Received,2024-01-03,2024-01-09,2024-01-09,TRK-000451
452,5,1,Low,Received,2025-05-14,2025-05-20,2025-05-20,TRK-000452
453,1,1,Normal,Received,2024-01-07,2024-01-14,2024-01-16,TRK-000453
454,1,1,Low,Received,2025-05-26,2025-06-02,2025-06-02,TRK-000454
455,1,1,Low,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000455
456,1,1,High,Received,2024-10-24,2024-10-31,2024-10-31,TRK-000456
457,1,1,Normal,Received,2025-07-29,2025-08-05,2025-08-05,TRK-000457
458,3,1,Normal,Received,2024-01-11,2024-01-16,2024-01-16,TRK-000458
459,3,1,High,Received,2025-05-20,2025-05-25,2025-05-25,TRK-000459
460,5,1,Normal,Received,2024-01-11,2024-01-17,2024-01-17,TRK-000460
461,5,1,Normal,Received,2025-05-24,2025-05-30,2025-05-30,TRK-000461
462,1,1,Low,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000462
463,1,1,High,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000463
464,2,1,High,Cancelled,2024-01-08,2024-01-20,,TRK-000464
465,2,1,Normal,Received,2025-05-24,2025-06-05,2025-06-05,TRK-000465
466,1,1,Normal,Cancelled,2024-01-11,2024-01-18,,TRK-000466
467,1,1,High,Cancelled,2025-05-22,2025-05-29,,TRK-000467
468,2,1,Low,Received,2024-01-12,2024-01-24,2024-01-25,TRK-000468
469,2,1,Normal,Received,2025-05-31,2025-06-12,2025-06-12,TRK-000469
470,2,1,High,Received,2024-01-01,2024-01-13,2024-01-13,TRK-000470
471,2,1,High,Received,2025-05-11,2025-05-23,2025-05-23,TRK-000471
472,3,1,Normal,Cancelled,2024-01-07,2024-01-12,,TRK-000472
473,3,1,High,Cancelled,2025-05-16,2025-05-21,,TRK-000473
474,1,1,Low,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000474
475,1,1,Normal,Cancelled,2025-05-20,2025-05-27,,TRK-000475
476,2,1,Normal,Cancelled,2024-01-10,2024-01-22,,TRK-000476
477,2,1,Normal,Received,2025-05-20,2025-06-01,2025-06-01,TRK-000477
478,3,1,Normal,Received,2024-01-15,2024-01-20,2024-01-20,TRK-000478
479,3,1,Low,Received,2024-10-06,2024-10-11,2024-10-11,TRK-000479
480,3,1,Normal,Received,2025-06-27,2025-07-02,2025-07-02,TRK-000480
481,1,1,Low,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000481
482,1,1,Normal,Received,2025-05-17,2025-05-24,2025-05-24,TRK-000482
483,1,1,Normal,Received,2024-01-15,2024-01-22,2024-01-22,TRK-000483
484,1,1,Normal,Received,2025-05-25,2025-06-01,2025-06-01,TRK-000484
485,3,1,Low,Cancelled,2024-01-13,2024-01-18,,TRK-000485
486,3,1,Normal,Received,2025-05-31,2025-06-05,2025-06-05,TRK-000486
487,1,1,Normal,Received,2024-01-07,2024-01-14,2024-01-14,TRK-000487
488,1,1,Normal,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000488
489,2,1,Low,Cancelled,2024-01-10,2024-01-22,,TRK-000489
490,2,1,High,Cancelled,2025-05-21,2025-06-02,,TRK-000490
491,3,1,High,Received,2024-01-10,2024-01-15,2024-01-15,TRK-000491
492,3,1,Normal,Cancelled,2025-05-27,2025-06-01,,TRK-000492
493,5,1,Low,Received,2024-01-12,2024-01-18,2024-01-18,TRK-000493
494,5,1,Low,Cancelled,2024-08-13,2024-08-19,,TRK-000494
495,5,1,Normal,Cancelled,2025-03-11,2025-03-17,,TRK-000495
496,5,1,Low,Received,2025-10-17,2025-10-23,2025-10-23,TRK-000496
497,2,1,Normal,Received,2024-01-10,2024-01-22,2024-01-22,TRK-000497
498,2,1,Normal,Cancelled,2025-05-19,2025-05-31,,TRK-000498
499,1,1,Normal,Received,2024-01-14,2024-01-21,2024-01-21,TRK-000499
500,1,1,Normal,Received,2025-06-02,2025-06-09,2025-06-09,TRK-000500
501,4,1,Normal,Received,2024-01-05,2024-01-09,2024-01-09,TRK-000501
502,4,1,Low,Cancelled,2025-05-23,2025-05-27,,TRK-000502
503,1,1,Normal,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000503
504,1,1,Low,Received,2025-05-30,2025-06-06,2025-06-06,TRK-000504
505,1,1,Low,Received,2024-01-03,2024-01-10,2024-01-10,TRK-000505
506,1,1,Normal,Received,2025-05-13,2025-05-20,2025-05-20,TRK-000506
507,2,1,Normal,Received,2024-01-01,2024-01-13,2024-01-13,TRK-000507
508,2,1,Low,Received,2025-05-20,2025-06-01,2025-06-01,TRK-000508
509,5,1,Low,Received,2024-01-02,2024-01-08,2024-01-08,TRK-000509
510,5,1,High,Received,2025-05-14,2025-05-20,2025-05-20,TRK-000510
511,1,1,High,Cancelled,2024-01-05,2024-01-12,,TRK-000511
512,1,1,High,Received,2025-05-19,2025-05-26,2025-05-26,TRK-000512
513,6,1,Normal,Received,2024-01-08,2024-01-22,2024-01-22,TRK-000513
514,6,1,Normal,Received,2025-05-20,2025-06-03,2025-06-03,TRK-000514
515,2,1,Normal,Received,2024-01-12,2024-01-24,2024-01-24,TRK-000515
516,2,1,Low,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000516
517,1,1,High,Received,2024-01-03,2024-01-10,2024-01-10,TRK-000517
518,1,1,Low,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000518
519,6,1,Low,Received,2024-01-09,2024-01-23,2024-01-23,TRK-000519
520,6,1,Normal,Received,2025-05-18,2025-06-01,2025-06-01,TRK-000520
521,2,1,Normal,Cancelled,2024-01-07,2024-01-19,,TRK-000521
522,2,1,Normal,Cancelled,2025-05-18,2025-05-30,,TRK-000522
523,1,1,High,Cancelled,2024-01-02,2024-01-09,,TRK-000523
524,1,1,High,Received,2025-05-11,2025-05-18,2025-05-18,TRK-000524
525,2,1,Low,Cancelled,2024-01-01,2024-01-13,,TRK-000525
526,2,1,High,Cancelled,2024-07-23,2024-08-04,,TRK-000526
527,2,1,High,Received,2025-02-10,2025-02-22,2025-02-22,TRK-000527
528,2,1,High,Received,2025-09-02,2025-09-14,2025-09-14,TRK-000528
529,3,1,High,Received,2024-01-15,2024-01-20,2024-01-20,TRK-000529
530,3,1,Normal,Received,2025-06-03,2025-06-08,2025-06-11,TRK-000530
531,3,1,Low,Cancelled,2024-01-13,2024-01-18,,TRK-000531
532,3,1,Normal,Received,2024-07-30,2024-08-04,2024-08-04,TRK-000532
533,3,1,Low,Received,2025-02-11,2025-02-16,2025-02-16,TRK-000533
534,3,1,High,Cancelled,2025-09-01,2025-09-06,,TRK-000534
535,1,1,Low,Received,2024-01-09,2024-01-16,2024-01-17,TRK-000535
536,1,1,Normal,Received,2025-05-19,2025-05-26,2025-05-26,TRK-000536
537,5,1,High,Received,2024-01-11,2024-01-17,2024-01-17,TRK-000537
538,5,1,High,Received,2024-10-19,2024-10-25,2024-10-25,TRK-000538
539,5,1,Normal,Cancelled,2025-07-28,2025-08-03,,TRK-000539
540,1,1,Normal,Cancelled,2024-01-06,2024-01-13,,TRK-000540
541,1,1,Normal,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000541
542,1,1,Normal,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000542
543,1,1,Normal,Received,2025-05-29,2025-06-05,2025-06-05,TRK-000543
544,1,1,Low,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000544
545,1,1,Low,Received,2025-05-15,2025-05-22,2025-05-22,TRK-000545
546,3,1,Normal,Received,2024-01-05,2024-01-10,2024-01-10,TRK-000546
547,3,1,High,Received,2025-05-16,2025-05-21,2025-05-21,TRK-000547
548,1,1,Normal,Received,2024-01-08,2024-01-15,2024-01-15,TRK-000548
549,1,1,Low,Received,2025-05-27,2025-06-03,2025-06-03,TRK-000549
550,2,1,Normal,Cancelled,2024-01-13,2024-01-25,,TRK-000550
551,2,1,Normal,Received,2025-05-29,2025-06-10,2025-06-10,TRK-000551
552,2,1,High,Received,2024-01-11,2024-01-23,2024-01-23,TRK-000552
553,2,1,Normal,Received,2025-05-29,2025-06-10,2025-06-10,TRK-000553
554,1,1,Normal,Received,2024-01-08,2024-01-15,2024-01-15,TRK-000554
555,1,1,Low,Cancelled,2024-07-23,2024-07-30,,TRK-000555
556,1,1,Normal,Received,2025-02-12,2025-02-19,2025-02-20,TRK-000556
557,1,1,Normal,Received,2025-08-27,2025-09-03,2025-09-03,TRK-000557
558,2,1,Normal,Received,2024-01-03,2024-01-15,2024-01-15,TRK-000558
559,2,1,Low,Received,2025-05-14,2025-05-26,2025-05-26,TRK-000559
560,3,1,High,Received,2024-01-07,2024-01-12,2024-01-17,TRK-000560
561,3,1,High,Received,2025-05-19,2025-05-24,2025-05-24,TRK-000561
562,4,1,High,Received,2024-01-05,2024-01-09,2024-01-09,TRK-000562
563,4,1,Normal,Cancelled,2025-05-19,2025-05-23,,TRK-000563
564,1,1,Low,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000564
565,1,1,High,Received,2025-05-29,2025-06-05,2025-06-05,TRK-000565
566,1,1,Low,Cancelled,2024-01-09,2024-01-16,,TRK-000566
567,1,1,Normal,Received,2025-05-24,2025-05-31,2025-05-31,TRK-000567
568,4,1,Normal,Received,2024-01-07,2024-01-11,2024-01-11,TRK-000568
569,4,1,High,Received,2024-03-14,2024-03-18,2024-03-18,TRK-000569
570,4,1,Normal,Cancelled,2024-05-28,2024-06-01,,TRK-000570
571,4,1,Normal,Received,2024-08-04,2024-08-08,2024-08-08,TRK-000571
572,4,1,Low,Received,2024-10-12,2024-10-16,2024-10-17,TRK-000572
573,4,1,High,Received,2024-12-22,2024-12-26,2024-12-26,TRK-000573
574,4,1,Low,Received,2025-02-25,2025-03-01,2025-03-01,TRK-000574
575,4,1,Low,Cancelled,2025-05-05,2025-05-09,,TRK-000575
576,4,1,Normal,Received,2025-07-16,2025-07-20,2025-07-20,TRK-000576
577,4,1,Normal,Received,2025-09-23,2025-09-27,2025-09-27,TRK-000577
578,4,1,High,Received,2025-12-03,2025-12-07,2025-12-07,TRK-000578
579,1,1,Normal,Cancelled,2024-01-06,2024-01-13,,TRK-000579
580,1,1,High,Received,2025-05-16,2025-05-23,2025-05-26,TRK-000580
581,1,1,Normal,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000581
582,1,1,High,Received,2025-05-23,2025-05-30,2025-05-30,TRK-000582
583,3,1,Normal,Received,2024-01-08,2024-01-13,2024-01-13,TRK-000583
584,3,1,Normal,Cancelled,2025-05-20,2025-05-25,,TRK-000584
585,2,1,Normal,Received,2024-01-09,2024-01-21,2024-01-21,TRK-000585
586,2,1,Normal,Received,2025-05-24,2025-06-05,2025-06-05,TRK-000586
587,1,1,Normal,Received,2024-01-05,2024-01-12,2024-01-12,TRK-000587
588,1,1,Normal,Cancelled,2025-05-15,2025-05-22,,TRK-000588
589,1,1,Normal,Cancelled,2024-01-13,2024-01-20,,TRK-000589
590,1,1,Normal,Received,2025-05-30,2025-06-06,2025-06-06,TRK-000590
591,2,1,Normal,Received,2024-01-15,2024-01-27,2024-01-27,TRK-000591
592,2,1,High,Received,2025-06-03,2025-06-15,2025-06-19,TRK-000592
593,1,1,Low,Received,2024-01-10,2024-01-17,2024-01-17,TRK-000593
594,1,1,Normal,Cancelled,2025-05-26,2025-06-02,,TRK-000594
595,1,1,Low,Received,2024-01-15,2024-01-22,2024-01-25,TRK-000595
596,1,1,Normal,Cancelled,2025-05-28,2025-06-04,,TRK-000596
597,1,1,Low,Cancelled,2024-01-12,2024-01-19,,TRK-000597
598,1,1,Low,Received,2025-05-26,2025-06-02,2025-06-05,TRK-000598
599,1,1,Normal,Received,2024-01-12,2024-01-19,2024-01-20,TRK-000599
600,1,1,Low,Received,2025-05-26,2025-06-02,2025-06-02,TRK-000600
601,2,1,Normal,Received,2024-01-04,2024-01-16,2024-01-16,TRK-000601
602,2,1,Low,Cancelled,2025-05-20,2025-06-01,,TRK-000602
603,3,1,Normal,Received,2024-01-10,2024-01-15,2024-01-15,TRK-000603
604,3,1,High,Received,2025-05-28,2025-06-02,2025-06-02,TRK-000604
605,5,1,Normal,Received,2024-01-13,2024-01-19,2024-01-19,TRK-000605
606,5,1,Normal,Cancelled,2025-05-30,2025-06-05,,TRK-000606
607,5,1,Normal,Received,2024-01-05,2024-01-11,2024-01-11,TRK-000607
608,5,1,Low,Received,2025-05-23,2025-05-29,2025-05-29,TRK-000608
609,2,1,Normal,Received,2024-01-14,2024-01-26,2024-01-30,TRK-000609
610,2,1,Normal,Received,2025-06-01,2025-06-13,2025-06-13,TRK-000610
611,1,1,Normal,Received,2024-01-05,2024-01-12,2024-01-14,TRK-000611
612,1,1,Normal,Received,2025-05-20,2025-05-27,2025-05-27,TRK-000612
613,6,1,Normal,Cancelled,2024-01-09,2024-01-23,,TRK-000613
614,6,1,Normal,Received,2025-05-25,2025-06-08,2025-06-08,TRK-000614
615,2,1,Low,Received,2024-01-07,2024-01-19,2024-01-19,TRK-000615
616,2,1,Low,Received,2025-05-21,2025-06-02,2025-06-06,TRK-000616
617,1,1,Low,Received,2024-01-07,2024-01-14,2024-01-14,TRK-000617
618,1,1,High,Received,2025-05-23,2025-05-30,2025-05-30,TRK-000618
619,5,1,Low,Cancelled,2024-01-15,2024-01-21,,TRK-000619
620,5,1,Normal,Received,2025-05-26,2025-06-01,2025-06-01,TRK-000620
621,3,1,Normal,Cancelled,2024-01-08,2024-01-13,,TRK-000621
622,3,1,Low,Cancelled,2025-05-18,2025-05-23,,TRK-000622
623,3,1,Low,Received,2024-01-03,2024-01-08,2024-01-08,TRK-000623
624,3,1,Normal,Cancelled,2025-05-15,2025-05-20,,TRK-000624
625,2,1,Normal,Received,2024-01-13,2024-01-25,2024-01-25,TRK-000625
626,2,1,Normal,Cancelled,2025-05-24,2025-06-05,,TRK-000626
627,5,1,Normal,Received,2024-01-15,2024-01-21,2024-01-21,TRK-000627
628,5,1,Normal,Received,2025-05-25,2025-05-31,2025-05-31,TRK-000628
629,1,1,High,Cancelled,2024-01-08,2024-01-15,,TRK-000629
630,1,1,Normal,Received,2025-05-26,2025-06-02,2025-06-02,TRK-000630
631,1,1,Low,Received,2024-01-03,2024-01-10,2024-01-10,TRK-000631
632,1,1,High,Received,2025-05-19,2025-05-26,2025-05-26,TRK-000632
633,2,1,Low,Received,2024-01-15,2024-01-27,2024-01-27,TRK-000633
634,2,1,Normal,Received,2025-05-31,2025-06-12,2025-06-12,TRK-000634
635,5,1,High,Received,2024-01-10,2024-01-16,2024-01-16,TRK-000635
636,5,1,Normal,Received,2025-05-23,2025-05-29,2025-05-29,TRK-000636
637,2,1,Normal,Received,2024-01-08,2024-01-20,2024-01-24,TRK-000637
638,2,1,Low,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000638
639,2,1,Low,Cancelled,2024-01-02,2024-01-14,,TRK-000639
640,2,1,Normal,Received,2025-05-16,2025-05-28,2025-05-28,TRK-000640
641,5,1,Normal,Received,2024-01-05,2024-01-11,2024-01-16,TRK-000641
642,5,1,Normal,Cancelled,2025-05-16,2025-05-22,,TRK-000642
643,2,1,Low,Received,2024-01-14,2024-01-26,2024-01-26,TRK-000643
644,2,1,Normal,Cancelled,2025-05-28,2025-06-09,,TRK-000644
645,4,1,Normal,Received,2024-01-15,2024-01-19,2024-01-19,TRK-000645
646,4,1,Normal,Received,2024-08-07,2024-08-11,2024-08-16,TRK-000646
647,4,1,Normal,Received,2025-02-25,2025-03-01,2025-03-01,TRK-000647
648,4,1,Normal,Received,2025-09-17,2025-09-21,2025-09-22,TRK-000648
649,5,1,High,Cancelled,2024-01-10,2024-01-16,,TRK-000649
650,5,1,Low,Received,2025-05-22,2025-05-28,2025-05-28,TRK-000650
651,2,1,Normal,Received,2024-01-09,2024-01-21,2024-01-21,TRK-000651
652,2,1,Low,Received,2025-05-27,2025-06-08,2025-06-08,TRK-000652
653,1,1,Normal,Received,2024-01-05,2024-01-12,2024-01-12,TRK-000653
654,1,1,High,Received,2025-05-17,2025-05-24,2025-05-24,TRK-000654
655,2,1,Normal,Received,2024-01-14,2024-01-26,2024-01-26,TRK-000655
656,2,1,Low,Cancelled,2025-05-23,2025-06-04,,TRK-000656
657,2,1,Normal,Received,2024-01-06,2024-01-18,2024-01-20,TRK-000657
658,2,1,High,Received,2025-05-17,2025-05-29,2025-05-29,TRK-000658
659,2,1,Low,Cancelled,2024-01-06,2024-01-18,,TRK-000659
660,2,1,Normal,Received,2025-05-15,2025-05-27,2025-06-01,TRK-000660
661,3,1,Normal,Received,2024-01-03,2024-01-08,2024-01-08,TRK-000661
662,3,1,High,Received,2024-02-21,2024-02-26,2024-02-26,TRK-000662
663,3,1,High,Received,2024-04-06,2024-04-11,2024-04-11,TRK-000663
664,3,1,Low,Received,2024-05-22,2024-05-27,2024-05-27,TRK-000664
665,3,1,High,Received,2024-07-14,2024-07-19,2024-07-19,TRK-000665
666,3,1,Normal,Received,2024-08-29,2024-09-03,2024-09-05,TRK-000666
667,3,1,Normal,Received,2024-10-20,2024-10-25,2024-10-25,TRK-000667
668,3,1,Normal,Received,2024-12-04,2024-12-09,2024-12-09,TRK-000668
669,3,1,High,Received,2025-01-21,2025-01-26,2025-01-26,TRK-000669
670,3,1,Normal,Received,2025-03-09,2025-03-14,2025-03-14,TRK-000670
671,3,1,Normal,Received,2025-04-29,2025-05-04,2025-05-04,TRK-000671
672,3,1,Normal,Received,2025-06-14,2025-06-19,2025-06-19,TRK-000672
673,3,1,High,Cancelled,2025-08-05,2025-08-10,,TRK-000673
674,3,1,Normal,Received,2025-09-24,2025-09-29,2025-09-29,TRK-000674
675,3,1,Normal,Received,2025-11-09,2025-11-14,2025-11-14,TRK-000675
676,2,1,High,Received,2024-01-15,2024-01-27,2024-01-27,TRK-000676
677,2,1,High,Received,2025-05-28,2025-06-09,2025-06-10,TRK-000677
678,4,1,Normal,Received,2024-01-11,2024-01-15,2024-01-15,TRK-000678
679,4,1,Normal,Received,2025-05-26,2025-05-30,2025-05-30,TRK-000679
680,1,1,Low,Received,2024-01-15,2024-01-22,2024-01-22,TRK-000680
681,1,1,High,Received,2025-06-03,2025-06-10,2025-06-10,TRK-000681
682,4,1,Normal,Received,2024-01-15,2024-01-19,2024-01-19,TRK-000682
683,4,1,Normal,Received,2025-05-30,2025-06-03,2025-06-03,TRK-000683
684,4,1,Normal,Received,2024-01-11,2024-01-15,2024-01-15,TRK-000684
685,4,1,Low,Cancelled,2025-05-21,2025-05-25,,TRK-000685
686,4,1,Normal,Received,2024-01-07,2024-01-11,2024-01-11,TRK-000686
687,4,1,High,Cancelled,2025-02-14,2025-02-18,,TRK-000687
688,1,1,Normal,Received,2024-01-15,2024-01-22,2024-01-22,TRK-000688
689,1,1,Low,Received,2025-05-30,2025-06-06,2025-06-06,TRK-000689
690,2,1,High,Received,2024-01-08,2024-01-20,2024-01-20,TRK-000690
691,2,1,High,Cancelled,2025-05-20,2025-06-01,,TRK-000691
692,4,1,High,Received,2024-01-06,2024-01-10,2024-01-10,TRK-000692
693,4,1,Low,Received,2025-05-19,2025-05-23,2025-05-23,TRK-000693
694,4,1,Low,Received,2024-01-15,2024-01-19,2024-01-19,TRK-000694
695,4,1,Normal,Received,2025-05-27,2025-05-31,2025-05-31,TRK-000695
696,1,1,High,Received,2024-01-12,2024-01-19,2024-01-20,TRK-000696
697,1,1,Normal,Received,2025-05-22,2025-05-29,2025-05-29,TRK-000697
698,5,1,Normal,Cancelled,2024-01-10,2024-01-16,,TRK-000698
699,5,1,High,Received,2025-05-23,2025-05-29,2025-05-29,TRK-000699
700,1,1,Normal,Received,2024-01-08,2024-01-15,2024-01-15,TRK-000700
701,1,1,Low,Received,2025-05-19,2025-05-26,2025-05-26,TRK-000701
