log_id,item_id,user_id,log_type,quantity_changed,stock_after_change,reference_so_id,notes,timestamp
766,61,2,SALE,-1,16,,Ref: sales_id=1104,2025-05-05 16:35:52
767,61,4,SALE,-1,15,,Ref: sales_id=1155,2025-05-26 10:21:30
768,61,1,RESTOCK,8,23,227.0,Stock received from supplier,2025-06-06 09:00:00
769,61,4,SALE,-1,22,,Ref: sales_id=1426,2025-12-27 11:12:05
770,62,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
771,62,1,RESTOCK,11,21,228.0,Stock received from supplier,2024-01-09 09:00:00
772,62,3,SALE,-21,0,,Ref: sales_id=9,2024-01-09 13:14:53
773,62,1,RESTOCK,9,9,229.0,Stock received from supplier,2024-03-24 09:00:00
774,62,1,RESTOCK,11,20,230.0,Stock received from supplier,2024-06-05 09:00:00
775,62,1,RESTOCK,11,31,231.0,Stock received from supplier,2024-08-17 09:00:00
776,62,1,RESTOCK,11,42,232.0,Stock received from supplier,2024-11-01 09:00:00
777,62,1,RESTOCK,11,53,233.0,Stock received from supplier,2025-01-08 09:00:00
778,62,3,SALE,-2,51,,Ref: sales_id=825,2025-01-10 16:21:34
779,62,1,RESTOCK,12,63,234.0,Stock received from supplier,2025-03-23 09:00:00
780,62,3,SALE,-1,62,,Ref: sales_id=1083,2025-04-01 13:08:45
781,62,1,RESTOCK,12,74,237.0,Stock received from supplier,2025-11-01 09:00:00
782,63,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
783,63,1,RESTOCK,10,20,238.0,Stock received from supplier,2024-01-20 09:00:00
784,63,1,RESTOCK,9,29,239.0,Stock received from supplier,2024-05-28 09:00:00
785,63,2,SALE,-2,27,,Ref: sales_id=461,2024-10-03 09:57:14
786,63,1,RESTOCK,10,37,240.0,Stock received from supplier,2024-10-07 09:00:00
787,63,3,SALE,-5,32,,Ref: sales_id=575,2024-11-28 08:35:25
788,63,4,SALE,-5,27,,Ref: sales_id=612,2024-11-29 09:25:56
789,63,3,SALE,-4,23,,Ref: sales_id=621,2024-11-29 11:48:22
790,63,2,SALE,-5,18,,Ref: sales_id=641,2024-11-29 16:10:04
791,63,3,SALE,-12,6,,Ref: sales_id=648,2024-11-30 13:17:40
792,63,4,RETURN,5,11,,Customer return of sales_id=575,2024-12-07 08:35:25
793,63,4,SALE,-10,1,,Ref: sales_id=798,2024-12-22 13:59:12
794,63,1,RESTOCK,14,15,241.0,Stock received from supplier,2025-02-10 09:00:00
795,63,1,RESTOCK,8,23,242.0,Stock received from supplier,2025-06-20 09:00:00
796,63,4,SALE,-10,13,,Ref: sales_id=1195,2025-06-24 15:05:22
797,63,4,SALE,-4,9,,Ref: sales_id=1238,2025-07-14 16:46:00
798,63,1,RESTOCK,10,19,243.0,Stock received from supplier,2025-10-31 09:00:00
799,64,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
800,64,1,RESTOCK,10,20,244.0,Stock received from supplier,2024-01-17 09:00:00
801,64,3,SALE,-1,19,,Ref: sales_id=126,2024-02-24 11:44:24
802,64,4,SALE,-1,18,,Ref: sales_id=361,2024-08-06 11:42:29
803,64,2,SALE,-1,17,,Ref: sales_id=423,2024-09-20 12:20:57
804,64,4,SALE,-2,15,,Ref: sales_id=445,2024-09-25 15:05:45
805,64,4,SALE,-1,14,,Ref: sales_id=1035,2025-03-11 12:43:33
806,64,3,SALE,-1,13,,Ref: sales_id=1043,2025-03-13 12:40:41
807,64,2,SALE,-1,12,,Ref: sales_id=1226,2025-07-08 11:01:38
808,65,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
809,65,4,SALE,-1,9,,Ref: sales_id=776,2024-12-18 10:10:10
810,66,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
811,66,1,RESTOCK,9,19,248.0,Stock received from supplier,2024-01-28 09:00:00
812,66,2,SALE,-1,18,,Ref: sales_id=732,2024-12-14 17:49:31
813,67,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
814,67,1,RESTOCK,13,23,250.0,Stock received from supplier,2024-01-14 09:00:00
815,67,4,SALE,-1,22,,Ref: sales_id=41,2024-01-22 13:53:17
816,67,4,SALE,-1,21,,Ref: sales_id=53,2024-01-23 08:11:35
817,67,4,SALE,-1,20,,Ref: sales_id=78,2024-02-01 15:37:38
818,67,2,SALE,-1,19,,Ref: sales_id=499,2024-10-30 13:12:57
819,67,3,SALE,-1,18,,Ref: sales_id=554,2024-11-21 08:59:59
820,67,2,SALE,-1,17,,Ref: sales_id=863,2025-01-18 16:32:45
821,67,3,SALE,-6,11,,Ref: sales_id=875,2025-01-22 11:34:21
822,67,2,SALE,-1,10,,Ref: sales_id=1003,2025-02-20 13:20:23
823,67,4,SALE,-1,9,,Ref: sales_id=1105,2025-05-06 13:43:04
824,67,1,RESTOCK,10,19,251.0,Stock received from supplier,2025-05-12 09:00:00
825,67,2,SALE,-1,18,,Ref: sales_id=1281,2025-08-06 14:23:20
826,68,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
827,68,1,RESTOCK,13,23,252.0,Stock received from supplier,2024-01-20 09:00:00
828,68,4,SALE,-1,22,,Ref: sales_id=415,2024-09-20 11:01:07
829,68,4,SALE,-1,21,,Ref: sales_id=468,2024-10-11 12:47:54
830,68,2,SALE,-1,20,,Ref: sales_id=847,2025-01-15 15:41:53
831,68,3,SALE,-1,19,,Ref: sales_id=1090,2025-04-01 08:46:30
832,68,1,RESTOCK,12,31,253.0,Stock received from supplier,2025-06-05 09:00:00
833,69,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
834,69,1,RESTOCK,10,20,254.0,Stock received from supplier,2024-01-12 09:00:00
835,69,3,SALE,-1,19,,Ref: sales_id=211,2024-05-15 13:48:16
836,69,2,SALE,-1,18,,Ref: sales_id=265,2024-06-05 12:49:50
837,69,2,SALE,-2,16,,Ref: sales_id=578,2024-11-28 14:17:45
838,69,2,SALE,-2,14,,Ref: sales_id=571,2024-11-28 16:55:59
839,69,3,SALE,-2,12,,Ref: sales_id=645,2024-11-30 09:20:02
840,69,3,SALE,-2,10,,Ref: sales_id=727,2024-12-14 08:45:05
841,69,3,SALE,-2,8,,Ref: sales_id=748,2024-12-15 11:37:57
842,69,2,SALE,-2,6,,Ref: sales_id=734,2024-12-15 17:20:24
843,69,1,RESTOCK,8,14,255.0,Stock received from supplier,2025-02-02 09:00:00
844,69,4,SALE,-2,12,,Ref: sales_id=1160,2025-05-28 10:15:28
845,69,3,SALE,-1,11,,Ref: sales_id=1346,2025-10-09 17:41:57
846,69,2,SALE,-2,9,,Ref: sales_id=1352,2025-10-14 13:15:59
847,70,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
848,70,1,RESTOCK,10,20,256.0,Stock received from supplier,2024-01-14 09:00:00
849,70,4,SALE,-1,19,,Ref: sales_id=694,2024-12-05 11:27:26
850,71,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
851,71,1,RESTOCK,14,24,258.0,Stock received from supplier,2024-01-10 09:00:00
852,71,3,SALE,-1,23,,Ref: sales_id=85,2024-02-03 10:16:37
853,72,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
854,72,1,RESTOCK,9,19,262.0,Stock received from supplier,2024-11-03 09:00:00
855,72,1,RESTOCK,10,29,263.0,Stock received from supplier,2025-04-01 09:00:00
856,72,1,RESTOCK,13,42,264.0,Stock received from supplier,2025-08-21 09:00:00
857,72,4,SALE,-42,0,,Ref: sales_id=1384,2025-11-05 09:09:03
858,73,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
859,73,2,SALE,-1,9,,Ref: sales_id=23,2024-01-17 11:19:11
860,73,1,RESTOCK,11,20,265.0,Stock received from supplier,2024-01-19 09:00:00
861,73,4,SALE,-1,19,,Ref: sales_id=277,2024-06-13 12:06:18
862,73,3,SALE,-1,18,,Ref: sales_id=284,2024-06-15 14:36:14
863,73,3,SALE,-1,17,,Ref: sales_id=426,2024-09-20 09:34:30
864,73,4,SALE,-1,16,,Ref: sales_id=917,2025-01-31 10:54:14
865,73,3,SALE,-1,15,,Ref: sales_id=956,2025-02-10 17:26:17
866,73,4,SALE,-1,14,,Ref: sales_id=971,2025-02-12 16:28:19
867,73,3,SALE,-1,13,,Ref: sales_id=1054,2025-03-18 15:53:05
868,73,2,SALE,-1,12,,Ref: sales_id=1161,2025-05-29 14:54:18
869,73,1,RESTOCK,8,20,266.0,Stock received from supplier,2025-06-01 09:00:00
870,74,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
871,74,1,RESTOCK,8,18,267.0,Stock received from supplier,2024-01-08 09:00:00
872,74,2,SALE,-18,0,,Ref: sales_id=10,2024-01-09 08:01:39
873,74,1,RESTOCK,9,9,268.0,Stock received from supplier,2024-03-04 09:00:00
874,74,1,RESTOCK,11,20,270.0,Stock received from supplier,2024-06-12 09:00:00
875,74,3,SALE,-20,0,,Ref: sales_id=382,2024-08-19 08:09:21
876,74,1,RESTOCK,13,13,272.0,Stock received from supplier,2024-09-27 09:00:00
877,74,1,RESTOCK,11,24,274.0,Stock received from supplier,2025-01-02 09:00:00
878,74,1,RESTOCK,10,34,275.0,Stock received from supplier,2025-02-22 09:00:00
879,74,1,RESTOCK,9,43,276.0,Stock received from supplier,2025-04-07 09:00:00
880,74,1,RESTOCK,8,51,277.0,Stock received from supplier,2025-05-22 09:00:00
881,74,1,RESTOCK,12,63,278.0,Stock received from supplier,2025-07-11 09:00:00
882,74,1,RESTOCK,8,71,279.0,Stock received from supplier,2025-08-27 09:00:00
883,74,1,RESTOCK,10,81,280.0,Stock received from supplier,2025-10-19 09:00:00
884,74,1,RESTOCK,8,89,281.0,Stock received from supplier,2025-12-03 09:00:00
885,75,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
886,75,1,RESTOCK,13,23,282.0,Stock received from supplier,2024-01-18 09:00:00
887,75,3,SALE,-10,13,,Ref: sales_id=55,2024-01-24 09:25:16
888,75,1,RESTOCK,13,26,283.0,Stock received from supplier,2025-06-05 09:00:00
889,76,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
890,76,1,RESTOCK,13,23,284.0,Stock received from supplier,2024-01-10 09:00:00
891,76,1,RESTOCK,10,33,285.0,Stock received from supplier,2024-03-30 09:00:00
892,76,1,RESTOCK,14,47,286.0,Stock received from supplier,2024-06-17 09:00:00
893,76,2,SALE,-1,46,,Ref: sales_id=317,2024-07-04 17:45:44
894,76,3,SALE,-1,45,,Ref: sales_id=328,2024-07-13 14:24:10
895,76,1,RESTOCK,8,53,287.0,Stock received from supplier,2024-09-11 09:00:00
896,76,3,SALE,-1,52,,Ref: sales_id=560,2024-11-26 16:46:49
897,76,1,RESTOCK,9,61,288.0,Stock received from supplier,2024-11-29 09:00:00
898,76,3,SALE,-2,59,,Ref: sales_id=630,2024-11-29 12:13:48
899,76,4,RETURN,1,60,,Customer return of sales_id=560,2024-12-01 16:46:49
900,76,4,SALE,-1,59,,Ref: sales_id=815,2025-01-02 09:52:29
901,76,1,RESTOCK,9,68,290.0,Stock received from supplier,2025-05-15 09:00:00
902,76,4,SALE,-1,67,,Ref: sales_id=1130,2025-05-16 14:06:04
903,76,2,SALE,-1,66,,Ref: sales_id=1181,2025-06-12 09:43:07
904,76,1,RESTOCK,10,76,291.0,Stock received from supplier,2025-08-11 09:00:00
905,76,2,SALE,-76,0,,Ref: sales_id=1345,2025-10-09 09:31:50
906,76,1,RESTOCK,9,9,292.0,Stock received from supplier,2025-11-06 09:00:00
907,76,3,SALE,-1,8,,Ref: sales_id=1412,2025-12-17 12:45:02
908,77,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
909,77,1,RESTOCK,10,20,293.0,Stock received from supplier,2024-01-08 09:00:00
910,77,2,SALE,-1,19,,Ref: sales_id=96,2024-02-08 17:17:10
911,77,2,SALE,-1,18,,Ref: sales_id=247,2024-05-30 11:03:02
912,77,3,SALE,-1,17,,Ref: sales_id=811,2024-12-27 17:29:41
913,77,2,SALE,-1,16,,Ref: sales_id=1001,2025-02-18 09:33:07
914,77,2,SALE,-1,15,,Ref: sales_id=1096,2025-05-02 16:26:41
915,77,1,RESTOCK,12,27,294.0,Stock received from supplier,2025-05-24 09:00:00
916,77,3,SALE,-1,26,,Ref: sales_id=1185,2025-06-18 14:44:41
917,78,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
918,78,1,RESTOCK,8,18,295.0,Stock received from supplier,2024-01-24 09:00:00
919,78,2,SALE,-1,17,,Ref: sales_id=128,2024-02-24 10:31:46
920,78,3,SALE,-1,16,,Ref: sales_id=229,2024-05-20 14:35:22
921,78,3,SALE,-1,15,,Ref: sales_id=347,2024-07-26 16:50:48
922,78,4,SALE,-1,14,,Ref: sales_id=348,2024-07-29 08:04:46
923,78,4,SALE,-5,9,,Ref: sales_id=388,2024-08-28 15:20:43
924,78,3,SALE,-1,8,,Ref: sales_id=399,2024-09-05 16:08:47
925,78,2,SALE,-1,7,,Ref: sales_id=537,2024-11-15 10:19:10
926,78,2,SALE,-1,6,,Ref: sales_id=700,2024-12-05 15:10:27
927,78,1,RESTOCK,10,16,296.0,Stock received from supplier,2025-02-11 09:00:00
928,78,2,SALE,-1,15,,Ref: sales_id=1123,2025-05-15 13:22:03
929,78,3,SALE,-1,14,,Ref: sales_id=1178,2025-06-10 17:03:57
930,78,4,SALE,-5,9,,Ref: sales_id=1203,2025-06-27 08:44:16
931,79,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
932,79,4,SALE,-2,8,,Ref: sales_id=3,2024-01-03 16:45:56
933,79,3,SALE,-1,7,,Ref: sales_id=22,2024-01-17 08:34:53
934,79,2,SALE,-1,6,,Ref: sales_id=222,2024-05-17 12:23:26
935,79,3,SALE,-1,5,,Ref: sales_id=281,2024-06-15 10:30:04
936,79,4,SALE,-1,4,,Ref: sales_id=425,2024-09-20 13:44:33
937,79,3,SALE,-1,3,,Ref: sales_id=416,2024-09-20 13:54:52
938,79,3,SALE,-1,2,,Ref: sales_id=422,2024-09-20 14:40:05
939,79,4,SALE,-1,1,,Ref: sales_id=433,2024-09-21 16:15:57
940,79,4,SALE,-1,0,,Ref: sales_id=916,2025-01-31 10:23:24
941,79,2,SALE,0,0,,Ref: sales_id=1151,2025-05-26 12:23:53
942,79,1,RESTOCK,14,14,298.0,Stock received from supplier,2025-06-13 09:00:00
943,79,4,SALE,-1,13,,Ref: sales_id=1353,2025-10-14 16:10:41
944,80,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
945,80,1,RESTOCK,11,21,299.0,Stock received from supplier,2024-01-14 09:00:00
946,80,2,SALE,-1,20,,Ref: sales_id=989,2025-02-17 11:22:58
947,80,2,SALE,-2,18,,Ref: sales_id=990,2025-02-17 11:36:19
948,80,1,RESTOCK,8,26,300.0,Stock received from supplier,2025-05-25 09:00:00
949,80,2,SALE,-1,25,,Ref: sales_id=1413,2025-12-18 13:16:05
950,81,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
951,81,1,RESTOCK,13,23,301.0,Stock received from supplier,2024-01-21 09:00:00
952,81,3,SALE,-1,22,,Ref: sales_id=342,2024-07-23 15:37:30
953,81,2,SALE,-1,21,,Ref: sales_id=1006,2025-02-24 10:05:29
954,81,1,RESTOCK,8,29,302.0,Stock received from supplier,2025-06-07 09:00:00
955,82,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
956,82,1,RESTOCK,12,22,303.0,Stock received from supplier,2024-01-15 09:00:00
957,82,2,SALE,-1,21,,Ref: sales_id=113,2024-02-16 16:54:30
958,82,1,RESTOCK,14,35,304.0,Stock received from supplier,2025-05-25 09:00:00
959,83,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
960,83,1,RESTOCK,14,24,305.0,Stock received from supplier,2024-01-19 09:00:00
961,83,3,SALE,-1,23,,Ref: sales_id=380,2024-08-16 17:42:57
962,83,2,SALE,-1,22,,Ref: sales_id=549,2024-11-20 08:22:08
963,83,3,SALE,-1,21,,Ref: sales_id=735,2024-12-15 10:44:15
964,83,4,SALE,-1,20,,Ref: sales_id=793,2024-12-22 08:15:17
965,83,2,SALE,-1,19,,Ref: sales_id=972,2025-02-12 11:38:44
966,83,2,SALE,-10,9,,Ref: sales_id=1058,2025-03-21 15:09:17
967,83,1,RESTOCK,13,22,306.0,Stock received from supplier,2025-04-18 09:00:00
968,83,3,SALE,-1,21,,Ref: sales_id=1229,2025-07-08 09:32:40
969,84,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
970,84,1,RESTOCK,8,18,307.0,Stock received from supplier,2024-01-17 09:00:00
971,84,1,RESTOCK,10,28,308.0,Stock received from supplier,2024-10-27 09:00:00
972,84,3,SALE,-7,21,,Ref: sales_id=600,2024-11-28 13:47:26
973,84,4,SALE,-7,14,,Ref: sales_id=592,2024-11-28 16:34:45
974,84,4,SALE,-6,8,,Ref: sales_id=778,2024-12-19 11:17:16
975,84,4,SALE,-6,2,,Ref: sales_id=1125,2025-05-15 10:33:56
976,84,1,RESTOCK,8,10,309.0,Stock received from supplier,2025-08-07 09:00:00
977,85,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
978,85,1,RESTOCK,9,19,310.0,Stock received from supplier,2024-01-27 09:00:00
979,85,3,SALE,-2,17,,Ref: sales_id=585,2024-11-28 12:34:14
980,85,3,SALE,-2,15,,Ref: sales_id=574,2024-11-28 15:09:07
981,85,4,SALE,-2,13,,Ref: sales_id=604,2024-11-28 15:52:25
982,85,2,SALE,-2,11,,Ref: sales_id=607,2024-11-29 12:13:28
983,85,2,SALE,-2,9,,Ref: sales_id=615,2024-11-29 14:58:40
984,85,2,SALE,-2,7,,Ref: sales_id=640,2024-11-29 15:28:58
985,85,3,RETURN,2,9,,Customer return of sales_id=640,2024-12-02 15:28:58
986,85,3,SALE,-1,8,,Ref: sales_id=747,2024-12-15 14:50:46
987,85,3,SALE,-1,7,,Ref: sales_id=774,2024-12-18 12:17:25
988,85,4,SALE,-1,6,,Ref: sales_id=788,2024-12-22 17:04:56
989,85,1,RESTOCK,10,16,311.0,Stock received from supplier,2025-02-17 09:00:00
990,85,2,SALE,-2,14,,Ref: sales_id=1307,2025-08-17 17:33:22
991,85,2,SALE,-2,12,,Ref: sales_id=1392,2025-12-01 15:21:31
992,86,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
993,86,1,RESTOCK,11,21,312.0,Stock received from supplier,2024-01-14 09:00:00
994,86,1,RESTOCK,8,29,313.0,Stock received from supplier,2024-08-11 09:00:00
995,86,2,SALE,-7,22,,Ref: sales_id=570,2024-11-28 16:53:37
996,86,2,SALE,-14,8,,Ref: sales_id=629,2024-11-29 17:03:19
997,86,1,RESTOCK,10,18,314.0,Stock received from supplier,2025-03-05 09:00:00
998,86,3,SALE,-14,4,,Ref: sales_id=1103,2025-05-05 10:56:02
999,86,1,RESTOCK,11,15,315.0,Stock received from supplier,2025-09-30 09:00:00
1000,87,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1001,87,1,RESTOCK,9,19,316.0,Stock received from supplier,2024-01-13 09:00:00
1002,87,4,SALE,-1,18,,Ref: sales_id=817,2025-01-02 09:19:10
1003,87,1,RESTOCK,13,31,317.0,Stock received from supplier,2025-05-24 09:00:00
1004,88,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1005,88,1,RESTOCK,12,22,318.0,Stock received from supplier,2024-01-18 09:00:00
1006,88,2,SALE,-1,21,,Ref: sales_id=656,2024-11-30 11:54:53
1007,88,2,SALE,-1,20,,Ref: sales_id=787,2024-12-22 17:36:50
1008,89,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1009,89,1,RESTOCK,9,19,320.0,Stock received from supplier,2024-01-15 09:00:00
1010,89,2,SALE,-1,18,,Ref: sales_id=69,2024-01-26 11:14:53
1011,89,4,SALE,-1,17,,Ref: sales_id=995,2025-02-17 09:48:39
1012,89,3,SALE,-1,16,,Ref: sales_id=1060,2025-03-24 09:05:34
1013,89,1,RESTOCK,11,27,321.0,Stock received from supplier,2025-05-31 09:00:00
1014,89,2,SALE,-1,26,,Ref: sales_id=1206,2025-07-02 15:15:10
1015,89,4,SALE,-1,25,,Ref: sales_id=1388,2025-11-13 12:08:40
1016,90,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1017,90,1,RESTOCK,12,22,322.0,Stock received from supplier,2024-01-09 09:00:00
1018,90,3,SALE,-3,19,,Ref: sales_id=597,2024-11-28 09:55:41
1019,90,1,RESTOCK,9,28,323.0,Stock received from supplier,2025-05-19 09:00:00
1020,90,4,SALE,-3,25,,Ref: sales_id=1325,2025-08-28 11:32:50
1021,91,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1022,91,1,RESTOCK,8,18,324.0,Stock received from supplier,2024-01-16 09:00:00
1023,91,2,SALE,-1,17,,Ref: sales_id=785,2024-12-21 13:04:12
1024,91,1,RESTOCK,8,25,325.0,Stock received from supplier,2025-05-30 09:00:00
1025,92,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1026,92,1,RESTOCK,14,24,326.0,Stock received from supplier,2024-01-11 09:00:00
1027,92,3,SALE,-1,23,,Ref: sales_id=24,2024-01-17 08:49:31
1028,92,4,SALE,-1,22,,Ref: sales_id=105,2024-02-10 15:07:50
1029,92,1,RESTOCK,13,35,327.0,Stock received from supplier,2025-05-23 09:00:00
1030,93,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1031,93,1,RESTOCK,11,21,328.0,Stock received from supplier,2024-01-17 09:00:00
1032,93,3,SALE,-1,20,,Ref: sales_id=895,2025-01-24 15:36:53
1033,93,1,RESTOCK,11,31,329.0,Stock received from supplier,2025-05-29 09:00:00
1034,94,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1035,94,1,RESTOCK,14,24,330.0,Stock received from supplier,2024-01-15 09:00:00
1036,94,2,SALE,-1,23,,Ref: sales_id=568,2024-11-28 16:00:47
1037,95,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1038,95,1,RESTOCK,10,20,332.0,Stock received from supplier,2024-01-18 09:00:00
1039,95,4,SALE,-1,19,,Ref: sales_id=593,2024-11-28 14:03:38
1040,96,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1041,96,3,SALE,-1,9,,Ref: sales_id=312,2024-07-04 16:54:27
1042,97,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1043,97,1,RESTOCK,13,23,336.0,Stock received from supplier,2024-01-08 09:00:00
1044,97,2,SALE,-1,22,,Ref: sales_id=437,2024-09-23 12:25:08
1045,97,4,SALE,-1,21,,Ref: sales_id=1062,2025-03-24 14:07:03
1046,97,4,RETURN,1,22,,Customer return of sales_id=1062,2025-03-28 14:07:03
1047,97,1,RESTOCK,9,31,337.0,Stock received from supplier,2025-05-24 09:00:00
1048,98,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1049,98,1,RESTOCK,9,19,338.0,Stock received from supplier,2024-01-14 09:00:00
1050,98,4,SALE,-5,14,,Ref: sales_id=175,2024-04-12 10:37:08
1051,98,4,SALE,-1,13,,Ref: sales_id=269,2024-06-07 14:28:32
1052,98,3,SALE,-1,12,,Ref: sales_id=352,2024-07-30 08:04:32
1053,98,2,SALE,-1,11,,Ref: sales_id=417,2024-09-20 14:25:14
1054,98,2,SALE,-1,10,,Ref: sales_id=430,2024-09-21 10:09:34
1055,98,1,RESTOCK,14,24,339.0,Stock received from supplier,2025-05-25 09:00:00
1056,98,4,SALE,-5,19,,Ref: sales_id=1163,2025-05-31 09:58:15
1057,99,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1058,99,1,RESTOCK,10,20,340.0,Stock received from supplier,2024-01-11 09:00:00
1059,99,2,SALE,-1,19,,Ref: sales_id=715,2024-12-10 08:09:03
1060,99,1,RESTOCK,13,32,341.0,Stock received from supplier,2025-05-30 09:00:00
1061,100,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1062,100,1,RESTOCK,10,20,342.0,Stock received from supplier,2024-01-13 09:00:00
1063,100,3,SALE,-2,18,,Ref: sales_id=448,2024-09-26 11:24:04
1064,100,3,RETURN,2,20,,Customer return of sales_id=448,2024-10-02 11:24:04
1065,100,3,SALE,-2,18,,Ref: sales_id=898,2025-01-24 12:22:13
1066,100,1,RESTOCK,12,30,343.0,Stock received from supplier,2025-06-01 09:00:00
1067,100,3,SALE,-2,28,,Ref: sales_id=1227,2025-07-08 10:05:06
1068,101,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1069,101,1,RESTOCK,14,24,344.0,Stock received from supplier,2024-01-16 09:00:00
1070,101,3,SALE,-1,23,,Ref: sales_id=215,2024-05-15 13:39:45
1071,101,1,RESTOCK,12,35,345.0,Stock received from supplier,2025-05-29 09:00:00
1072,102,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1073,102,3,SALE,-1,9,,Ref: sales_id=13,2024-01-11 11:39:59
1074,102,3,SALE,-2,7,,Ref: sales_id=52,2024-01-23 16:53:36
1075,102,2,SALE,-1,6,,Ref: sales_id=65,2024-01-25 16:31:24
1076,102,3,RETURN,1,7,,Customer return of sales_id=65,2024-01-28 16:31:24
1077,102,4,SALE,-7,0,,Ref: sales_id=279,2024-06-14 11:38:45
1078,102,1,RESTOCK,8,8,347.0,Stock received from supplier,2024-10-08 09:00:00
1079,102,2,SALE,-1,7,,Ref: sales_id=611,2024-11-29 11:59:48
1080,102,4,SALE,-2,5,,Ref: sales_id=693,2024-12-04 10:41:01
1081,102,2,SALE,-5,0,,Ref: sales_id=782,2024-12-21 14:33:52
1082,102,2,SALE,0,0,,Ref: sales_id=1082,2025-03-29 10:40:22
1083,102,4,SALE,0,0,,Ref: sales_id=1164,2025-05-31 14:36:19
1084,102,1,RESTOCK,11,11,348.0,Stock received from supplier,2025-07-06 09:00:00
1085,102,4,SALE,-1,10,,Ref: sales_id=1310,2025-08-19 12:34:04
1086,103,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1087,103,1,RESTOCK,14,24,349.0,Stock received from supplier,2024-01-14 09:00:00
1088,103,2,SALE,-1,23,,Ref: sales_id=99,2024-02-09 13:56:48
1089,103,2,SALE,-1,22,,Ref: sales_id=116,2024-02-21 17:35:22
1090,103,2,SALE,-1,21,,Ref: sales_id=198,2024-04-29 11:23:52
