sales_id,user_id,sale_date,payment_method,subtotal,discount,total_amount
410,3,2024-09-19 09:04:40,GCash,1400.0,0.0,1400.0
411,2,2024-09-19 11:41:27,Cash,700.0,0.0,700.0
412,4,2024-09-19 17:28:53,Cash,250.0,0.0,250.0
413,4,2024-09-19 15:19:57,Credit Card,900.0,0.0,900.0
414,2,2024-09-20 17:30:10,Cash,70.0,0.0,70.0
415,4,2024-09-20 11:01:07,GCash,600.0,0.0,600.0
416,3,2024-09-20 13:54:52,Cash,250.0,0.0,250.0
417,2,2024-09-20 14:25:14,Cash,300.0,0.0,300.0
418,3,2024-09-20 13:25:23,Cash,40.0,0.0,40.0
419,2,2024-09-20 09:05:04,Cash,80.0,0.0,80.0
420,3,2024-09-20 14:41:28,Cash,150.0,0.0,150.0
421,2,2024-09-20 11:38:43,Bank Transfer,300.0,0.0,300.0
422,3,2024-09-20 14:40:05,Cash,350.0,0.0,350.0
423,2,2024-09-20 12:20:57,GCash,200.0,0.0,200.0
424,2,2024-09-20 14:10:15,Cash,300.0,0.0,300.0
425,4,2024-09-20 13:44:33,Cash,350.0,0.0,350.0
426,3,2024-09-20 09:34:30,GCash,300.0,0.0,300.0
427,2,2024-09-20 10:29:17,GCash,300.0,0.0,300.0
428,4,2024-09-20 13:26:05,Cash,600.0,0.0,600.0
429,3,2024-09-21 14:54:57,Cash,150.0,0.0,150.0
430,2,2024-09-21 10:09:34,Credit Card,300.0,0.0,300.0
431,4,2024-09-21 16:39:35,Cash,500.0,0.0,500.0
432,2,2024-09-21 10:01:07,Cash,150.0,0.0,150.0
433,4,2024-09-21 16:15:57,Cash,250.0,0.0,250.0
434,2,2024-09-21 17:59:43,Cash,600.0,0.0,600.0
435,4,2024-09-21 08:09:22,Cash,160.0,0.0,160.0
436,3,2024-09-23 17:05:28,GCash,250.0,0.0,250.0
437,2,2024-09-23 12:25:08,Cash,1200.0,0.0,1200.0
438,4,2024-09-23 11:53:51,Cash,2000.0,0.0,2000.0
439,3,2024-09-24 11:37:04,Cash,200.0,0.0,200.0
440,2,2024-09-24 17:21:42,Cash,350.0,0.0,350.0
441,4,2024-09-25 13:44:16,Cash,50.0,0.0,50.0
442,4,2024-09-25 11:04:43,GCash,1350.0,0.0,1350.0
443,2,2024-09-25 08:59:25,Cash,400.0,0.0,400.0
444,3,2024-09-25 13:57:52,Cash,150.0,0.0,150.0
445,4,2024-09-25 15:05:45,Cash,360.0,0.0,360.0
446,2,2024-09-26 16:39:51,Cash,80.0,0.0,80.0
447,4,2024-09-26 12:38:28,Cash,550.0,0.0,550.0
448,3,2024-09-26 11:24:04,GCash,1100.0,0.0,1100.0
449,2,2024-09-26 17:31:16,Credit Card,1900.0,0.0,1900.0
450,2,2024-09-26 09:50:25,Bank Transfer,900.0,0.0,900.0
451,4,2024-09-26 08:38:54,Cash,1700.0,0.0,1700.0
452,4,2024-09-26 12:42:16,Cash,1300.0,0.0,1300.0
453,4,2024-09-26 12:07:34,Cash,200.0,0.0,200.0
454,3,2024-09-26 08:24:43,GCash,900.0,0.0,900.0
455,2,2024-10-01 12:46:36,Cash,400.0,0.0,400.0
456,2,2024-10-02 12:43:23,Cash,600.0,0.0,600.0
457,2,2024-10-02 16:15:49,Cash,300.0,0.0,300.0
458,2,2024-10-02 08:44:02,Cash,2800.0,0.0,2800.0
459,2,2024-10-03 15:49:40,GCash,70.0,0.0,70.0
460,4,2024-10-03 08:10:44,Cash,260.0,0.0,260.0
461,2,2024-10-03 09:57:14,Cash,140.0,0.0,140.0
462,4,2024-10-03 17:42:16,Cash,400.0,0.0,400.0
463,4,2024-10-03 11:37:57,Credit Card,240.0,0.0,240.0
464,3,2024-10-06 14:54:15,GCash,550.0,0.0,550.0
465,3,2024-10-09 15:11:09,Credit Card,1000.0,0.0,1000.0
466,3,2024-10-09 12:41:47,Cash,350.0,0.0,350.0
467,3,2024-10-11 12:36:09,Cash,150.0,0.0,150.0
468,4,2024-10-11 12:47:54,Credit Card,600.0,0.0,600.0
469,3,2024-10-14 10:15:38,Cash,200.0,0.0,200.0
470,4,2024-10-14 12:59:26,GCash,240.0,0.0,240.0
471,4,2024-10-14 17:53:34,Cash,3000.0,0.0,3000.0
472,2,2024-10-14 10:47:38,Cash,200.0,0.0,200.0
473,4,2024-10-15 16:25:13,Cash,540.0,0.0,540.0
474,2,2024-10-16 12:28:02,Cash,1900.0,0.0,1900.0
475,2,2024-10-16 11:46:42,Cash,1900.0,0.0,1900.0
476,3,2024-10-16 16:33:00,Bank Transfer,2000.0,0.0,2000.0
477,4,2024-10-16 13:25:05,Cash,50.0,0.0,50.0
478,3,2024-10-16 14:46:09,Cash,30.0,0.0,30.0
479,4,2024-10-16 17:27:28,GCash,1585.0,0.0,1585.0
480,2,2024-10-17 17:37:14,Cash,1000.0,0.0,1000.0
481,4,2024-10-18 10:05:56,Cash,1300.0,0.0,1300.0
482,2,2024-10-22 14:04:14,GCash,280.0,0.0,280.0
483,2,2024-10-22 17:12:53,Bank Transfer,400.0,0.0,400.0
484,2,2024-10-23 08:03:04,GCash,1100.0,0.0,1100.0
485,4,2024-10-23 16:12:36,GCash,1000.0,0.0,1000.0
486,3,2024-10-23 10:16:02,GCash,1000.0,0.0,1000.0
487,4,2024-10-24 15:38:47,Credit Card,800.0,0.0,800.0
488,4,2024-10-24 10:49:40,Cash,800.0,0.0,800.0
489,4,2024-10-24 14:17:39,Bank Transfer,400.0,0.0,400.0
490,3,2024-10-25 14:13:35,GCash,3600.0,0.0,3600.0
491,4,2024-10-25 14:23:13,Bank Transfer,1200.0,0.0,1200.0
492,2,2024-10-25 08:19:48,GCash,3000.0,0.0,3000.0
493,3,2024-10-25 13:01:51,GCash,1000.0,0.0,1000.0
494,2,2024-10-26 11:49:46,GCash,800.0,0.0,800.0
495,3,2024-10-28 13:44:36,Cash,480.0,0.0,480.0
496,3,2024-10-28 17:07:31,Cash,400.0,0.0,400.0
497,4,2024-10-28 09:52:35,Cash,1400.0,0.0,1400.0
498,4,2024-10-28 13:16:31,Cash,1300.0,0.0,1300.0
499,2,2024-10-30 13:12:57,GCash,280.0,0.0,280.0
500,4,2024-10-30 09:15:54,Cash,250.0,0.0,250.0
501,2,2024-10-30 14:03:33,Bank Transfer,150.0,0.0,150.0
502,3,2024-10-30 14:02:45,Cash,200.0,0.0,200.0
503,3,2024-10-30 12:22:19,GCash,540.0,0.0,540.0
504,4,2024-10-30 15:44:52,Cash,270.0,0.0,270.0
505,3,2024-10-30 14:56:25,GCash,850.0,0.0,850.0
506,4,2024-10-30 10:19:23,GCash,2700.0,0.0,2700.0
507,2,2024-10-30 12:03:33,Bank Transfer,1800.0,0.0,1800.0
508,3,2024-10-30 09:24:05,GCash,1800.0,0.0,1800.0
509,4,2024-10-30 16:19:52,Cash,350.0,0.0,350.0
510,4,2024-10-30 14:19:48,GCash,1200.0,0.0,1200.0
511,4,2024-10-30 15:01:50,Cash,400.0,0.0,400.0
512,3,2024-10-30 13:03:21,Cash,360.0,0.0,360.0
513,2,2024-10-31 08:13:23,Cash,495.0,0.0,495.0
514,2,2024-10-31 09:50:23,Cash,150.0,0.0,150.0
515,2,2024-10-31 15:02:29,GCash,400.0,0.0,400.0
516,3,2024-10-31 14:08:39,Cash,900.0,0.0,900.0
517,4,2024-11-01 10:47:02,GCash,1200.0,0.0,1200.0
518,2,2024-11-04 14:17:52,Bank Transfer,900.0,0.0,900.0
519,2,2024-11-04 08:02:38,Cash,400.0,0.0,400.0
520,3,2024-11-04 11:43:38,Cash,150.0,0.0,150.0
521,2,2024-11-04 09:11:48,Cash,280.0,0.0,280.0
522,4,2024-11-04 12:20:57,Cash,150.0,0.0,150.0
523,3,2024-11-04 11:05:11,Cash,200.0,0.0,200.0
524,4,2024-11-04 16:30:48,GCash,140.0,0.0,140.0
525,3,2024-11-04 13:45:38,GCash,60.0,0.0,60.0
526,3,2024-11-04 17:19:35,GCash,100.0,0.0,100.0
527,4,2024-11-04 11:42:08,GCash,160.0,0.0,160.0
528,2,2024-11-14 16:33:08,GCash,400.0,0.0,400.0
529,2,2024-11-14 10:21:50,GCash,100.0,0.0,100.0
530,4,2024-11-14 14:19:43,Cash,120.0,0.0,120.0
531,2,2024-11-14 15:36:43,GCash,150.0,0.0,150.0
532,4,2024-11-14 17:27:49,Cash,150.0,0.0,150.0
533,4,2024-11-14 11:43:56,Cash,600.0,0.0,600.0
534,4,2024-11-14 15:00:36,GCash,1820.0,0.0,1820.0
535,2,2024-11-14 16:23:17,Cash,460.0,0.0,460.0
536,3,2024-11-15 12:00:25,GCash,300.0,0.0,300.0
537,2,2024-11-15 10:19:10,Cash,80.0,0.0,80.0
538,4,2024-11-15 13:30:49,Cash,400.0,0.0,400.0
539,2,2024-11-15 14:38:34,Cash,1300.0,0.0,1300.0
540,3,2024-11-18 09:49:48,Cash,1100.0,0.0,1100.0
541,2,2024-11-18 11:12:03,Cash,1400.0,0.0,1400.0
542,2,2024-11-18 13:59:35,Bank Transfer,130.0,0.0,130.0
543,3,2024-11-18 16:26:49,Credit Card,700.0,0.0,700.0
544,2,2024-11-19 11:48:58,Cash,150.0,0.0,150.0
545,2,2024-11-19 14:06:12,GCash,50.0,0.0,50.0
546,4,2024-11-19 15:31:51,Cash,50.0,0.0,50.0
547,2,2024-11-20 14:58:07,GCash,2000.0,0.0,2000.0
548,2,2024-11-20 09:38:54,Bank Transfer,3800.0,0.0,3800.0
549,2,2024-11-20 08:22:08,Cash,200.0,0.0,200.0
550,4,2024-11-20 09:40:12,GCash,350.0,0.0,350.0
551,4,2024-11-20 15:50:42,Cash,350.0,0.0,350.0
552,3,2024-11-20 13:43:00,GCash,130.0,0.0,130.0
553,2,2024-11-21 11:30:02,Credit Card,1500.0,0.0,1500.0
554,3,2024-11-21 08:59:59,Cash,250.0,0.0,250.0
555,4,2024-11-21 15:54:25,Cash,800.0,0.0,800.0
556,4,2024-11-22 12:20:25,Credit Card,1100.0,0.0,1100.0
557,4,2024-11-22 16:29:10,Cash,40.0,0.0,40.0
558,2,2024-11-22 12:26:28,GCash,250.0,0.0,250.0
559,2,2024-11-23 09:06:46,GCash,100.0,0.0,100.0
560,3,2024-11-26 16:46:49,Cash,350.0,0.0,350.0
561,2,2024-11-27 08:09:03,Bank Transfer,1700.0,0.0,1700.0
562,2,2024-11-27 11:12:01,Cash,1600.0,0.0,1600.0
563,2,2024-11-27 15:41:11,Cash,700.0,0.0,700.0
564,4,2024-11-28 12:05:06,GCash,100.0,0.0,100.0
565,4,2024-11-28 17:43:46,Cash,525.0,0.0,525.0
566,3,2024-11-28 13:53:19,Cash,480.0,0.0,480.0
567,3,2024-11-28 17:38:30,Cash,450.0,0.0,450.0
568,2,2024-11-28 16:00:47,Cash,2300.0,0.0,2300.0
569,3,2024-11-28 12:39:06,GCash,455.0,0.0,455.0
570,2,2024-11-28 16:53:37,Credit Card,840.0,0.0,840.0
571,2,2024-11-28 16:55:59,Cash,360.0,0.0,360.0
572,3,2024-11-28 10:54:24,Cash,60.0,0.0,60.0
573,3,2024-11-28 08:01:22,GCash,350.0,0.0,350.0
574,3,2024-11-28 15:09:07,Bank Transfer,340.0,0.0,340.0
575,3,2024-11-28 08:35:25,Cash,300.0,0.0,300.0
576,2,2024-11-28 17:45:57,GCash,455.0,0.0,455.0
577,4,2024-11-28 13:33:44,GCash,750.0,0.0,750.0
578,2,2024-11-28 14:17:45,GCash,360.0,0.0,360.0
579,3,2024-11-28 13:11:29,GCash,1440.0,0.0,1440.0
580,3,2024-11-28 17:16:59,Cash,960.0,0.0,960.0
581,4,2024-11-28 16:49:49,Bank Transfer,960.0,0.0,960.0
582,3,2024-11-28 14:59:49,Cash,750.0,0.0,750.0
583,2,2024-11-28 10:49:32,Bank Transfer,300.0,0.0,300.0
584,3,2024-11-28 13:53:18,Credit Card,60.0,0.0,60.0
585,3,2024-11-28 12:34:14,GCash,340.0,0.0,340.0
586,4,2024-11-28 15:45:39,Cash,360.0,0.0,360.0
587,3,2024-11-28 17:52:32,Bank Transfer,1400.0,0.0,1400.0
588,4,2024-11-28 10:26:38,Cash,350.0,0.0,350.0
589,3,2024-11-28 11:43:50,Cash,250.0,0.0,250.0
590,4,2024-11-28 17:59:14,Cash,700.0,0.0,700.0
591,4,2024-11-28 12:00:16,Cash,840.0,0.0,840.0
592,4,2024-11-28 16:34:45,Credit Card,840.0,0.0,840.0
593,4,2024-11-28 14:03:38,Cash,2300.0,0.0,2300.0
594,3,2024-11-28 10:58:42,Cash,2300.0,0.0,2300.0
595,4,2024-11-28 17:26:34,Cash,840.0,0.0,840.0
596,3,2024-11-28 16:43:29,Cash,325.0,0.0,325.0
597,3,2024-11-28 09:55:41,GCash,2400.0,0.0,2400.0
598,3,2024-11-28 13:02:08,GCash,420.0,0.0,420.0
599,3,2024-11-28 14:34:21,Cash,420.0,0.0,420.0
600,3,2024-11-28 13:47:26,GCash,840.0,0.0,840.0
601,3,2024-11-28 12:52:13,Cash,2300.0,0.0,2300.0
602,2,2024-11-28 11:50:54,GCash,325.0,0.0,325.0
603,2,2024-11-28 12:58:39,Bank Transfer,60.0,0.0,60.0
604,4,2024-11-28 15:52:25,Cash,340.0,0.0,340.0
605,4,2024-11-28 10:29:50,Cash,100.0,0.0,100.0
606,2,2024-11-28 16:37:16,Cash,350.0,0.0,350.0
607,2,2024-11-29 12:13:28,Cash,340.0,0.0,340.0
608,2,2024-11-29 09:02:38,Bank Transfer,230.0,0.0,230.0
609,4,2024-11-29 13:05:08,GCash,350.0,0.0,350.0
610,3,2024-11-29 09:52:55,GCash,840.0,0.0,840.0
611,2,2024-11-29 11:59:48,GCash,80.0,0.0,80.0
612,4,2024-11-29 09:25:56,GCash,400.0,0.0,400.0
613,3,2024-11-29 13:12:31,Cash,400.0,0.0,400.0
614,3,2024-11-29 08:11:34,Cash,455.0,0.0,455.0
615,2,2024-11-29 14:58:40,Cash,340.0,0.0,340.0
616,3,2024-11-29 16:12:35,Cash,1440.0,0.0,1440.0
617,4,2024-11-29 16:20:06,Cash,1440.0,0.0,1440.0
618,3,2024-11-29 09:12:28,GCash,75.0,0.0,75.0
619,3,2024-11-29 13:43:47,Cash,350.0,0.0,350.0
620,2,2024-11-29 12:48:45,Cash,350.0,0.0,350.0
621,3,2024-11-29 11:48:22,GCash,320.0,0.0,320.0
622,2,2024-11-29 12:04:32,Credit Card,840.0,0.0,840.0
623,4,2024-11-29 17:59:53,Cash,780.0,0.0,780.0
624,3,2024-11-29 10:55:10,GCash,455.0,0.0,455.0
625,4,2024-11-29 09:35:14,Cash,400.0,0.0,400.0
626,3,2024-11-29 15:01:09,Cash,350.0,0.0,350.0
627,3,2024-11-29 08:42:00,Cash,325.0,0.0,325.0
628,4,2024-11-29 12:43:10,GCash,1000.0,0.0,1000.0
629,2,2024-11-29 17:03:19,Cash,1680.0,0.0,1680.0
630,3,2024-11-29 12:13:48,GCash,700.0,0.0,700.0
631,4,2024-11-29 10:10:43,Cash,900.0,0.0,900.0
632,4,2024-11-29 11:30:50,Cash,250.0,0.0,250.0
633,2,2024-11-29 09:17:43,Bank Transfer,250.0,0.0,250.0
634,2,2024-11-29 16:10:29,Bank Transfer,160.0,0.0,160.0
635,4,2024-11-29 11:13:50,GCash,1680.0,0.0,1680.0
636,2,2024-11-29 11:53:52,Cash,40.0,0.0,40.0
637,4,2024-11-29 11:55:12,Cash,40.0,0.0,40.0
638,3,2024-11-29 15:09:59,GCash,160.0,0.0,160.0
639,2,2024-11-29 11:58:35,Credit Card,350.0,0.0,350.0
640,2,2024-11-29 15:28:58,Cash,600.0,0.0,600.0
641,2,2024-11-29 16:10:04,Cash,400.0,0.0,400.0
642,2,2024-11-29 16:36:45,Cash,160.0,0.0,160.0
643,3,2024-11-29 10:10:13,GCash,350.0,0.0,350.0
644,2,2024-11-30 15:27:43,GCash,350.0,0.0,350.0
645,3,2024-11-30 09:20:02,Bank Transfer,360.0,0.0,360.0
646,3,2024-11-30 10:12:06,GCash,100.0,0.0,100.0
647,2,2024-11-30 10:16:37,GCash,960.0,0.0,960.0
648,3,2024-11-30 13:17:40,Cash,960.0,0.0,960.0
649,3,2024-11-30 17:11:53,Cash,60.0,0.0,60.0
650,3,2024-11-30 15:56:07,Bank Transfer,350.0,0.0,350.0
651,3,2024-11-30 12:48:36,Cash,250.0,0.0,250.0
652,4,2024-11-30 10:07:02,Cash,350.0,0.0,350.0
653,2,2024-11-30 11:10:36,Cash,1800.0,0.0,1800.0
654,3,2024-11-30 17:01:09,Cash,1250.0,0.0,1250.0
655,4,2024-11-30 15:39:54,Cash,650.0,0.0,650.0
656,2,2024-11-30 11:54:53,Cash,1250.0,0.0,1250.0
657,2,2024-11-30 17:50:19,GCash,650.0,0.0,650.0
658,3,2024-11-30 11:53:31,Credit Card,220.0,0.0,220.0
659,4,2024-11-30 13:34:33,Cash,1440.0,0.0,1440.0
660,2,2024-11-30 12:41:45,Cash,200.0,0.0,200.0
661,3,2024-11-30 16:24:48,GCash,400.0,0.0,400.0
662,3,2024-11-30 17:28:34,Bank Transfer,60.0,0.0,60.0
663,2,2024-11-30 10:04:11,Cash,2300.0,0.0,2300.0
664,2,2024-11-30 13:57:20,Cash,780.0,0.0,780.0
665,4,2024-11-30 11:49:42,GCash,1440.0,0.0,1440.0
666,3,2024-11-30 09:24:38,GCash,650.0,0.0,650.0
667,3,2024-11-30 13:13:04,Bank Transfer,360.0,0.0,360.0
668,2,2024-11-30 16:00:33,GCash,350.0,0.0,350.0
669,4,2024-11-30 10:11:22,Bank Transfer,100.0,0.0,100.0
670,3,2024-11-30 08:26:25,Cash,1440.0,0.0,1440.0
671,3,2024-11-30 10:49:11,GCash,1800.0,0.0,1800.0
672,3,2024-11-30 12:31:25,GCash,2300.0,0.0,2300.0
673,4,2024-11-30 09:49:25,Cash,200.0,0.0,200.0
674,4,2024-12-03 16:32:18,GCash,50.0,0.0,50.0
675,4,2024-12-03 10:15:12,GCash,260.0,0.0,260.0
676,4,2024-12-03 13:53:12,GCash,160.0,0.0,160.0
677,4,2024-12-03 16:22:03,GCash,450.0,0.0,450.0
678,3,2024-12-03 16:04:25,Cash,4200.0,0.0,4200.0
679,4,2024-12-03 15:40:26,Bank Transfer,120.0,0.0,120.0
680,3,2024-12-03 17:51:06,Cash,60.0,0.0,60.0
681,2,2024-12-03 09:37:23,GCash,60.0,0.0,60.0
682,3,2024-12-03 14:31:10,GCash,100.0,0.0,100.0
683,2,2024-12-03 11:22:44,Cash,150.0,0.0,150.0
684,2,2024-12-03 12:43:31,Bank Transfer,100.0,0.0,100.0
685,2,2024-12-04 15:07:00,GCash,350.0,0.0,350.0
686,4,2024-12-04 09:24:42,GCash,700.0,0.0,700.0
687,4,2024-12-04 16:32:38,GCash,700.0,0.0,700.0
688,4,2024-12-04 10:17:43,GCash,2000.0,0.0,2000.0
689,2,2024-12-04 13:44:02,Cash,100.0,0.0,100.0
690,4,2024-12-04 13:20:54,Cash,260.0,0.0,260.0
691,2,2024-12-04 15:15:29,GCash,120.0,0.0,120.0
692,4,2024-12-04 15:16:37,Cash,450.0,0.0,450.0
693,4,2024-12-04 10:41:01,GCash,160.0,0.0,160.0
694,4,2024-12-05 11:27:26,GCash,3000.0,0.0,3000.0
695,4,2024-12-05 15:45:54,GCash,750.0,0.0,750.0
696,2,2024-12-05 16:35:06,Cash,300.0,0.0,300.0
697,2,2024-12-05 16:08:29,Credit Card,350.0,0.0,350.0
698,2,2024-12-05 15:49:44,GCash,700.0,0.0,700.0
699,4,2024-12-05 12:54:28,Bank Transfer,700.0,0.0,700.0
700,2,2024-12-05 15:10:27,GCash,300.0,0.0,300.0
701,4,2024-12-09 10:23:04,GCash,100.0,0.0,100.0
702,3,2024-12-09 15:27:29,Cash,50.0,0.0,50.0
703,4,2024-12-09 08:07:47,Cash,150.0,0.0,150.0
704,4,2024-12-09 15:31:02,GCash,40.0,0.0,40.0
705,2,2024-12-09 14:45:15,GCash,200.0,0.0,200.0
706,3,2024-12-09 13:49:45,Cash,50.0,0.0,50.0
707,4,2024-12-09 14:16:28,Cash,80.0,0.0,80.0
708,3,2024-12-09 14:42:45,Cash,250.0,0.0,250.0
709,2,2024-12-09 08:49:43,GCash,200.0,0.0,200.0
710,4,2024-12-09 14:37:47,GCash,250.0,0.0,250.0
711,4,2024-12-09 13:29:47,Cash,650.0,0.0,650.0
712,2,2024-12-09 08:40:37,Cash,1200.0,0.0,1200.0
713,2,2024-12-09 17:44:23,GCash,80.0,0.0,80.0
714,4,2024-12-09 08:26:04,Cash,50.0,0.0,50.0
715,2,2024-12-10 08:09:03,Cash,2200.0,0.0,2200.0
716,2,2024-12-11 09:48:17,Cash,900.0,0.0,900.0
717,3,2024-12-11 09:40:59,GCash,400.0,0.0,400.0
718,2,2024-12-11 10:50:06,Cash,700.0,0.0,700.0
719,3,2024-12-12 08:43:15,Cash,1300.0,0.0,1300.0
720,4,2024-12-12 14:33:56,GCash,300.0,0.0,300.0
721,2,2024-12-13 12:47:02,Cash,2100.0,0.0,2100.0
722,4,2024-12-13 15:07:10,Cash,400.0,0.0,400.0
723,3,2024-12-14 11:55:37,Cash,1500.0,0.0,1500.0
724,3,2024-12-14 15:25:35,Cash,450.0,0.0,450.0
725,2,2024-12-14 16:08:52,Credit Card,600.0,0.0,600.0
726,2,2024-12-14 11:15:32,Bank Transfer,90.0,0.0,90.0
727,3,2024-12-14 08:45:05,GCash,360.0,0.0,360.0
728,4,2024-12-14 15:11:41,Cash,560.0,0.0,560.0
729,2,2024-12-14 10:30:02,GCash,455.0,0.0,455.0
730,2,2024-12-14 09:17:09,GCash,455.0,0.0,455.0
731,4,2024-12-14 17:24:40,Cash,250.0,0.0,250.0
732,2,2024-12-14 17:49:31,Cash,3300.0,0.0,3300.0
733,3,2024-12-15 08:52:34,GCash,1800.0,0.0,1800.0
734,2,2024-12-15 17:20:24,GCash,360.0,0.0,360.0
735,3,2024-12-15 10:44:15,Cash,150.0,0.0,150.0
736,2,2024-12-15 16:25:37,Cash,200.0,0.0,200.0
737,2,2024-12-15 11:49:15,Bank Transfer,250.0,0.0,250.0
738,4,2024-12-15 17:22:56,Cash,325.0,0.0,325.0
739,4,2024-12-15 08:08:46,Cash,300.0,0.0,300.0
740,2,2024-12-15 14:11:27,Cash,700.0,0.0,700.0
741,4,2024-12-15 10:32:01,GCash,350.0,0.0,350.0
742,4,2024-12-15 17:34:40,Cash,750.0,0.0,750.0
743,3,2024-12-15 14:00:14,GCash,200.0,0.0,200.0
744,2,2024-12-15 15:25:27,Cash,800.0,0.0,800.0
745,3,2024-12-15 14:59:21,Cash,700.0,0.0,700.0
746,2,2024-12-15 08:56:56,Cash,150.0,0.0,150.0
747,3,2024-12-15 14:50:46,Cash,170.0,0.0,170.0
748,3,2024-12-15 11:37:57,GCash,360.0,0.0,360.0
749,2,2024-12-15 14:13:18,Cash,650.0,0.0,650.0
750,2,2024-12-15 09:58:04,Cash,325.0,0.0,325.0
751,4,2024-12-15 14:05:03,Credit Card,1800.0,0.0,1800.0
752,3,2024-12-15 16:51:49,Cash,2300.0,0.0,2300.0
753,3,2024-12-15 08:34:44,Cash,800.0,0.0,800.0
754,2,2024-12-15 12:29:55,Cash,350.0,0.0,350.0
755,4,2024-12-16 14:57:41,Cash,150.0,0.0,150.0
756,3,2024-12-16 09:00:22,GCash,1200.0,0.0,1200.0
757,3,2024-12-16 13:43:07,Bank Transfer,700.0,0.0,700.0
758,2,2024-12-16 09:12:23,GCash,250.0,0.0,250.0
759,2,2024-12-16 10:55:43,GCash,300.0,0.0,300.0
760,2,2024-12-16 09:07:41,GCash,400.0,0.0,400.0
761,2,2024-12-16 12:23:37,Cash,1200.0,0.0,1200.0
762,4,2024-12-16 14:44:55,GCash,250.0,0.0,250.0
763,3,2024-12-16 10:26:22,Cash,150.0,0.0,150.0
764,2,2024-12-16 16:08:22,Cash,1400.0,0.0,1400.0
765,2,2024-12-16 16:18:34,GCash,2000.0,0.0,2000.0
766,2,2024-12-17 14:38:27,Cash,1000.0,0.0,1000.0
767,2,2024-12-17 10:30:30,Credit Card,840.0,0.0,840.0
768,4,2024-12-17 16:19:36,GCash,260.0,0.0,260.0
769,3,2024-12-17 09:30:47,GCash,455.0,0.0,455.0
770,4,2024-12-17 09:28:10,Cash,360.0,0.0,360.0
771,4,2024-12-17 15:31:57,Cash,2000.0,0.0,2000.0
772,2,2024-12-17 15:45:21,Cash,150.0,0.0,150.0
773,2,2024-12-17 15:02:20,Cash,1000.0,0.0,1000.0
774,3,2024-12-18 12:17:25,GCash,200.0,0.0,200.0
775,4,2024-12-18 16:04:05,GCash,150.0,0.0,150.0
776,4,2024-12-18 10:10:10,Bank Transfer,3300.0,0.0,3300.0
777,3,2024-12-19 14:44:21,Cash,2000.0,0.0,2000.0
778,4,2024-12-19 11:17:16,Cash,900.0,0.0,900.0
779,3,2024-12-19 12:05:35,GCash,250.0,0.0,250.0
780,3,2024-12-20 12:56:37,Cash,400.0,0.0,400.0
781,4,2024-12-21 12:34:15,Cash,1200.0,0.0,1200.0
782,2,2024-12-21 14:33:52,Cash,800.0,0.0,800.0
783,3,2024-12-21 13:24:09,Cash,200.0,0.0,200.0
784,2,2024-12-21 16:17:19,Cash,450.0,0.0,450.0
785,2,2024-12-21 13:04:12,Cash,2330.0,0.0,2330.0
786,4,2024-12-21 17:08:43,Bank Transfer,100.0,0.0,100.0
787,2,2024-12-22 17:36:50,GCash,1250.0,0.0,1250.0
788,4,2024-12-22 17:04:56,Cash,200.0,0.0,200.0
789,2,2024-12-22 10:17:42,GCash,360.0,0.0,360.0
790,4,2024-12-22 16:20:09,Cash,100.0,0.0,100.0
791,2,2024-12-22 15:46:07,GCash,150.0,0.0,150.0
792,4,2024-12-22 14:36:06,Cash,300.0,0.0,300.0
793,4,2024-12-22 08:15:17,Cash,200.0,0.0,200.0
794,3,2024-12-22 14:27:18,Cash,450.0,0.0,450.0
795,4,2024-12-22 09:18:16,Cash,200.0,0.0,200.0
796,2,2024-12-22 10:48:45,Cash,350.0,0.0,350.0
797,4,2024-12-22 17:58:06,GCash,200.0,0.0,200.0
798,4,2024-12-22 13:59:12,Cash,800.0,0.0,800.0
799,2,2024-12-22 10:10:50,Cash,100.0,0.0,100.0
800,4,2024-12-22 13:34:45,GCash,60.0,0.0,60.0
801,4,2024-12-22 13:29:17,Cash,455.0,0.0,455.0
802,3,2024-12-22 10:20:31,Cash,650.0,0.0,650.0
803,2,2024-12-22 17:05:33,GCash,1250.0,0.0,1250.0
804,4,2024-12-22 16:47:48,Cash,230.0,0.0,230.0
805,2,2024-12-22 14:47:22,GCash,200.0,0.0,200.0
806,3,2024-12-22 16:05:24,GCash,800.0,0.0,800.0
807,2,2024-12-22 12:38:04,Bank Transfer,1200.0,0.0,1200.0
808,3,2024-12-27 16:45:04,Cash,150.0,0.0,150.0
809,4,2024-12-27 15:45:02,Cash,160.0,0.0,160.0
810,3,2024-12-27 14:52:35,Bank Transfer,160.0,0.0,160.0
811,3,2024-12-27 17:29:41,Credit Card,850.0,0.0,850.0
812,3,2024-12-28 08:46:26,Bank Transfer,1200.0,0.0,1200.0
813,4,2024-12-28 17:26:37,Cash,660.0,0.0,660.0
814,4,2025-01-02 12:05:57,Bank Transfer,700.0,0.0,700.0
815,4,2025-01-02 09:52:29,GCash,300.0,0.0,300.0
816,4,2025-01-02 08:34:31,Cash,1000.0,0.0,1000.0
817,4,2025-01-02 09:19:10,Cash,2500.0,0.0,2500.0
818,4,2025-01-07 10:48:53,Cash,700.0,0.0,700.0
819,3,2025-01-08 10:58:20,Bank Transfer,2000.0,0.0,2000.0
820,3,2025-01-08 15:24:42,Cash,350.0,0.0,350.0
