so_item_id,so_id,item_id,order_quantity,unit_price
1132,1132,467,12,60.26
1133,1133,468,8,69.89
1134,1134,468,8,71.85
1135,1135,469,10,17.97
1136,1136,469,9,18.01
1137,1137,470,13,18.68
1138,1138,470,9,18.08
1139,1139,471,10,52.86
1140,1140,471,10,52.57
1141,1141,472,9,17.98
1142,1142,472,9,17.45
1143,1143,473,10,18.05
1144,1144,473,10,18.7
1145,1145,474,9,56.6
1146,1146,474,11,53.0
1147,1147,475,10,44.3
1148,1148,475,12,44.16
1149,1149,476,12,55.63
1150,1150,476,14,54.62
1151,1151,477,9,61.98
1152,1152,477,10,58.51
1153,1153,478,9,46.42
1154,1154,478,8,46.25
1155,1155,479,8,43.46
1156,1156,479,12,44.96
1157,1157,480,14,28.53
1158,1158,480,12,28.54
1159,1159,481,12,54.41
1160,1160,481,12,55.83
1161,1161,482,14,44.82
1162,1162,482,11,43.6
1163,1163,483,9,44.31
1164,1164,483,8,46.08
1165,1165,484,9,21.89
1166,1166,484,9,21.78
1167,1167,485,8,28.06
1168,1168,485,13,28.2
1169,1169,486,12,64.05
1170,1170,486,11,63.66
1171,1171,487,13,31.25
1172,1172,487,12,32.86
1173,1173,488,14,31.23
1174,1174,488,13,31.48
1175,1175,489,11,55.88
1176,1176,489,8,57.04
1177,1177,490,8,65.5
1178,1178,490,14,66.59
1179,1179,491,10,27.33
1180,1180,491,12,27.1
1181,1181,492,14,46.67
1182,1182,492,14,45.59
1183,1183,493,12,55.54
1184,1184,493,14,57.17
1185,1185,494,12,54.56
1186,1186,494,11,53.28
1187,1187,495,14,18.03
1188,1188,495,9,18.02
1189,1189,496,11,59.34
1190,1190,496,10,61.86
1191,1191,496,8,61.45
1192,1192,496,9,57.71
1193,1193,497,12,43.9
1194,1194,497,8,43.72
1195,1195,498,12,21.88
1196,1196,498,8,22.21
1197,1197,499,13,32.99
1198,1198,499,9,33.78
1199,1199,500,12,41.86
1200,1200,500,9,39.24
1201,1201,501,10,45.44
1202,1202,501,12,42.77
1203,1203,502,11,17.68
1204,1204,502,10,17.73
1205,1205,503,14,18.5
1206,1206,503,10,17.78
1207,1207,504,13,35.95
1208,1208,504,12,37.07
1209,1209,505,13,34.86
1210,1210,505,14,37.06
1211,1211,506,11,34.79
1212,1212,506,14,35.58
1213,1213,507,12,35.78
1214,1214,507,10,34.95
1215,1215,508,13,36.71
1216,1216,508,9,35.47
1217,1217,509,11,17.31
1218,1218,509,10,18.01
1219,1219,510,8,17.97
1220,1220,510,10,18.0
1221,1221,511,9,21.47
1222,1222,511,13,21.86
1223,1223,512,14,18.33
1224,1224,512,13,17.64
1225,1225,513,9,45.48
1226,1226,513,14,43.53
1227,1227,514,13,17.56
1228,1228,514,11,17.38
1229,1229,515,9,35.99
1230,1230,515,11,36.81
1231,1231,516,14,42.37
1232,1232,516,14,44.59
1233,1233,517,14,17.92
1234,1234,517,10,17.59
1235,1235,518,10,17.81
1236,1236,518,10,18.38
1237,1237,519,9,22.16
1238,1238,519,8,21.45
1239,1239,520,8,17.63
1240,1240,520,12,17.64
1241,1241,521,9,37.66
1242,1242,521,13,37.21
1243,1243,522,8,32.64
1244,1244,522,14,31.58
1245,1245,523,10,38.52
1246,1246,523,12,39.63
1247,1247,524,12,30.53
1248,1248,524,9,30.65
1249,1249,525,8,34.25
1250,1250,525,11,33.03
1251,1251,526,14,33.04
1252,1252,526,14,33.55
1253,1253,527,10,22.84
1254,1254,527,10,22.22
1255,1255,528,11,21.94
1256,1256,528,12,21.85
1257,1257,529,11,22.17
1258,1258,529,14,23.3
1259,1259,530,8,11.66
1260,1260,530,10,11.48
1261,1261,531,11,32.61
1262,1262,531,8,32.11
1263,1263,532,10,22.02
1264,1264,532,13,22.78
1265,1265,533,13,29.64
1266,1266,533,8,29.47
1267,1267,534,10,25.47
1268,1268,534,11,25.14
1269,1269,535,14,18.51
1270,1270,535,12,17.56
1271,1271,536,9,18.3
1272,1272,536,8,18.46
1273,1273,537,9,18.34
1274,1274,537,8,17.56
1275,1275,538,14,24.26
1276,1276,538,13,23.4
1277,1277,539,13,17.66
1278,1278,539,10,18.16
1279,1279,540,11,17.76
1280,1280,540,9,18.5
1281,1281,541,12,21.81
1282,1282,541,13,22.05
1283,1283,542,12,18.29
1284,1284,542,11,18.28
1285,1285,543,8,18.41
1286,1286,543,9,18.63
1287,1287,544,10,21.66
1288,1288,544,13,21.61
1289,1289,545,13,17.74
1290,1290,545,8,18.54
1291,1291,546,11,26.79
1292,1292,546,10,26.94
1293,1293,547,9,17.3
1294,1294,547,10,17.79
1295,1295,548,13,9.07
1296,1296,548,11,9.13
1297,1297,549,9,18.1
1298,1298,549,13,18.72
1299,1299,550,11,17.62
1300,1300,550,12,17.5
1301,1301,551,13,21.53
1302,1302,551,10,21.51
1303,1303,552,9,11.36
1304,1304,552,10,10.8
1305,1305,552,13,10.7
1306,1306,552,13,11.08
1307,1307,553,8,17.32
1308,1308,553,14,18.16
1309,1309,554,14,22.73
1310,1310,554,11,22.53
1311,1311,555,12,2.66
1312,1312,555,8,2.74
1313,1313,556,12,19.19
1314,1314,556,9,19.75
1315,1315,557,13,6.99
1316,1316,557,8,6.7
1317,1317,558,14,16.32
1318,1318,558,13,16.8
1319,1319,559,14,16.25
1320,1320,559,12,17.03
1321,1321,560,8,13.06
1322,1322,560,11,13.25
1323,1323,561,12,231.51
1324,1324,561,11,235.02
1325,1325,561,14,230.19
1326,1326,561,8,234.82
1327,1327,562,11,193.39
1328,1328,562,12,198.01
1329,1329,562,10,194.08
1330,1330,562,11,194.21
