sales_item_id,sales_id,item_id,quantity_sold,selling_price
1126,1126,177,1,1000.0
1127,1127,9,1,1250.0
1128,1128,254,4,125.0
1129,1129,12,1,850.0
1130,1130,76,1,300.0
1131,1131,4,1,650.0
1132,1132,31,1,300.0
1133,1133,17,10,65.0
1134,1134,24,1,2450.0
1135,1135,145,4,185.0
1136,1136,19,10,65.0
1137,1137,527,1,50.0
1138,1138,314,3,115.0
1139,1139,17,5,65.0
1140,1140,404,1,190.0
1141,1141,1,1,1000.0
1142,1142,41,1,1950.0
1143,1143,261,1,100.0
1144,1144,13,1,750.0
1145,1145,328,1,350.0
1146,1146,258,1,265.0
1147,1147,246,1,175.0
1148,1148,406,2,95.0
1149,1149,17,5,65.0
1150,1150,230,1,300.0
1151,1151,79,1,265.0
1152,1152,432,2,75.0
1153,1153,539,1,40.0
1154,1154,117,1,155.0
1155,1155,61,1,800.0
1156,1156,20,1,265.0
1157,1157,169,1,50.0
1158,1158,429,5,35.0
1159,1159,438,1,150.0
1160,1160,69,2,185.0
1161,1161,73,1,300.0
1162,1162,167,1,350.0
1163,1163,98,5,300.0
1164,1164,102,1,90.0
1165,1165,54,1,145.0
1166,1166,2,1,1450.0
1167,1167,464,2,70.0
1168,1168,191,4,220.0
1169,1169,187,1,350.0
1170,1170,466,1,140.0
1171,1171,114,1,1950.0
1172,1172,36,1,2350.0
1173,1173,247,4,145.0
1174,1174,24,1,2450.0
1175,1175,55,1,400.0
1176,1176,2,1,1400.0
1177,1177,17,4,65.0
1178,1178,78,1,105.0
1179,1179,8,1,700.0
1180,1180,13,1,700.0
1181,1181,76,1,300.0
1182,1182,171,1,1050.0
1183,1183,8,1,650.0
1184,1184,13,1,700.0
1185,1185,77,1,700.0
1186,1186,391,1,120.0
1187,1187,54,2,150.0
1188,1188,35,1,700.0
1189,1189,239,1,300.0
1190,1190,315,2,185.0
1191,1191,162,5,60.0
1192,1192,13,1,750.0
1193,1193,42,1,2100.0
1194,1194,10,1,2050.0
1195,1195,63,10,85.0
1196,1196,244,1,275.0
1197,1197,453,1,155.0
1198,1198,505,1,80.0
1199,1199,113,1,1950.0
1200,1200,326,1,350.0
1201,1201,13,1,700.0
1202,1202,24,1,2350.0
1203,1203,78,5,95.0
1204,1204,8,1,700.0
1205,1205,12,1,900.0
1206,1206,89,1,600.0
1207,1207,18,7,120.0
1208,1208,525,1,65.0
1209,1209,19,3,65.0
1210,1210,409,1,190.0
1211,1211,23,3,50.0
1212,1212,539,1,40.0
1213,1213,501,1,80.0
1214,1214,19,10,65.0
1215,1215,351,1,150.0
1216,1216,319,5,70.0
1217,1217,141,26,45.0
1218,1218,279,2,230.0
1219,1219,54,1,150.0
1220,1220,253,3,180.0
1221,1221,28,2,1050.0
1222,1222,530,2,25.0
1223,1223,5,200,55.0
1224,1224,324,1,350.0
1225,1225,17,7,65.0
1226,1226,64,1,205.0
1227,1227,100,2,550.0
1228,1228,274,1,50.0
1229,1229,83,1,175.0
1230,1230,261,1,100.0
1231,1231,48,1,350.0
1232,1232,194,1,450.0
1233,1233,18,1,120.0
1234,1234,40,3,850.0
1235,1235,220,1,650.0
1236,1236,480,2,50.0
1237,1237,270,6,45.0
1238,1238,63,4,80.0
1239,1239,169,1,50.0
1240,1240,431,2,75.0
1241,1241,475,1,100.0
1242,1242,148,2,450.0
1243,1243,302,5,85.0
1244,1244,31,1,300.0
1245,1245,252,2,275.0
1246,1246,23,4,50.0
1247,1247,144,2,90.0
1248,1248,511,2,40.0
1249,1249,14,1,1750.0
1250,1250,157,1,300.0
1251,1251,9,1,1200.0
1252,1252,497,1,105.0
1253,1253,19,3,60.0
1254,1254,440,1,150.0
1255,1255,58,10,350.0
1256,1256,324,1,350.0
1257,1257,394,1,110.0
1258,1258,149,2,750.0
1259,1259,198,1,150.0
1260,1260,389,1,250.0
1261,1261,361,1,280.0
1262,1262,48,1,350.0
1263,1263,117,1,155.0
1264,1264,233,1,210.0
1265,1265,418,1,210.0
1266,1266,162,2,60.0
1267,1267,2,1,1400.0
1268,1268,182,2,500.0
1269,1269,137,1,70.0
1270,1270,363,1,275.0
1271,1271,130,14,120.0
1272,1272,11,1,300.0
1273,1273,313,2,185.0
1274,1274,14,1,1800.0
1275,1275,202,50,15.0
1276,1276,11,10,300.0
1277,1277,453,1,155.0
1278,1278,14,1,1850.0
1279,1279,177,1,950.0
1280,1280,512,1,40.0
1281,1281,67,1,245.0
1282,1282,210,1,400.0
1283,1283,17,5,70.0
1284,1284,484,2,50.0
1285,1285,260,1,95.0
1286,1286,521,1,70.0
1287,1287,513,1,85.0
1288,1288,23,5,45.0
1289,1289,230,1,300.0
1290,1290,42,1,2000.0
1291,1291,247,4,140.0
1292,1292,1,1,1000.0
1293,1293,331,4,80.0
1294,1294,335,1,295.0
1295,1295,353,2,155.0
1296,1296,3,1,1950.0
1297,1297,550,1,40.0
1298,1298,123,1,1850.0
1299,1299,18,1,115.0
1300,1300,1,5,950.0
1301,1301,445,1,155.0
1302,1302,103,1,400.0
1303,1303,2,1,1400.0
1304,1304,19,1,60.0
1305,1305,15,1,900.0
1306,1306,331,4,85.0
1307,1307,85,2,170.0
1308,1308,132,1,180.0
1309,1309,48,1,350.0
1310,1310,102,1,90.0
1311,1311,377,1,255.0
1312,1312,19,7,70.0
1313,1313,115,1,1900.0
1314,1314,58,10,350.0
1315,1315,19,1,65.0
1316,1316,484,2,45.0
1317,1317,205,1,750.0
1318,1318,38,4,850.0
1319,1319,475,1,95.0
1320,1320,213,2,750.0
1321,1321,243,1,300.0
1322,1322,249,8,65.0
1323,1323,132,1,180.0
1324,1324,198,1,155.0
1325,1325,90,3,800.0
1326,1326,17,5,65.0
1327,1327,251,1,550.0
1328,1328,391,1,115.0
1329,1329,40,2,850.0
1330,1330,12,1,1000.0
1331,1331,349,1,300.0
1332,1332,187,1,350.0
1333,1333,193,1,900.0
1334,1334,353,2,150.0
1335,1335,418,1,197.0
1336,1336,16,1,1600.0
1337,1337,1,1,1950.0
1338,1338,243,143,1.96
1339,1339,357,12,23.33
1340,1340,334,1,300.0
1341,1341,13,1,700.0
1342,1342,135,1,150.0
1343,1343,26,1,2300.0
1344,1344,9,1,1250.0
1345,1345,76,78,12.82
1346,1346,69,1,250.0
1347,1347,256,1,500.0
1348,1348,55,1,500.0
1349,1349,35,1,750.0
1350,1350,144,1,90.0
1351,1351,117,1,130.0
1352,1352,69,2,110.0
1353,1353,79,1,250.0
1354,1354,12,1,850.0
1355,1355,262,1,500.0
1356,1356,1,4,137.5
1357,1357,134,1,1600.0
1358,1358,281,1,180.0
1359,1359,20,1,445.0
1360,1360,480,2,50.0
1361,1361,489,1,100.0
1362,1362,150,1,1400.0
1363,1363,55,1,400.0
1364,1364,1,2,110.0
1365,1365,55,1,600.0
1366,1366,463,1,140.0
1367,1367,494,1,100.0
1368,1368,477,1,100.0
1369,1369,302,5,80.0
1370,1370,13,1,700.0
1371,1371,20,1,250.0
1372,1372,445,1,150.0
1373,1373,1,1,900.0
1374,1374,351,1,150.0
1375,1375,270,5,8.0
1376,1376,141,13,3.08
1377,1377,351,1,150.0
1378,1378,23,1,850.0
1379,1379,495,3,33.33
1380,1380,299,1,400.0
1381,1381,375,1,250.0
1382,1382,31,1,350.0
1383,1383,158,1,1200.0
1384,1384,72,50,60.0
1385,1385,490,1,100.0
1386,1386,12,2,900.0
1387,1387,161,1,1200.0
1388,1388,89,1,800.0
1389,1389,9,1,1200.0
1390,1390,4,3,650.0
1391,1391,9,8,312.0
1392,1392,85,2,160.0
1393,1393,300,1,400.0
1394,1394,484,2,50.0
1395,1395,2,1,1350.0
1396,1396,188,3,45.0
1397,1397,513,1,80.0
1398,1398,235,1,285.0
1399,1399,162,2,60.0
1400,1400,35,1,700.0
1401,1401,19,10,70.0
1402,1402,59,10,80.0
1403,1403,22,1,650.0
1404,1404,10,1,1900.0
1405,1405,264,10,50.0
1406,1406,187,1,350.0
1407,1407,211,2,400.0
1408,1408,190,1,210.0
1409,1409,8,1,700.0
1410,1410,42,1,2050.0
1411,1411,175,1,500.0
1412,1412,76,1,290.0
1413,1413,80,1,850.0
1414,1414,169,2,50.0
1415,1415,17,5,65.0
1416,1416,18,3,115.0
1417,1417,528,1,50.0
1418,1418,11,1,295.0
1419,1419,378,1,255.0
1420,1420,169,1,50.0
1421,1421,362,2,135.0
1422,1422,408,1,190.0
1423,1423,315,2,185.0
1424,1424,377,1,240.0
1425,1425,133,4,160.0
1426,1426,61,1,900.0
1427,1427,165,1,1100.0
1428,1428,178,1,1000.0
1429,1429,119,1,850.0
1430,1430,110,1,1950.0
1431,1431,13,1,700.0
