item_id,supplier_id,item_name,category,size,unit_cost,selling_price,current_stock,rop_warning,abc_category,is_active,created_at,updated_at
234,5,Belt Only Rig,Accessories,,330.0,600.0,24,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
235,2,Radio Pouch,Equipment,,195.0,300.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
236,4,Patch Type,Patches,,135.0,300.0,55,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
237,5,Padel Mag Pouch,Accessories,,330.0,600.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
238,2,Padel Ts9,Equipment,,390.0,600.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
239,1,Np Magnet,Clothes,,180.0,300.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
240,2,Holster Ts Fiber,Equipment,,390.0,600.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
241,2,Holster Fiber,Equipment,,390.0,600.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
242,2,Water Canteen,Equipment,,146.25,225.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
243,3,Medalya Papuri,Metal,,165.0,300.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
244,2,Bruno Big Brush,Equipment,,188.5,290.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
245,4,Qcpd,Patches,,29.25,65.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
246,1,Sg Pershing Cap,Clothes,,108.0,180.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
247,4,Change Rrank Goa,Patches,,63.0,140.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
248,4,Patches,Patches,,108.0,240.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
249,4,Goa Patch,Patches,,29.25,65.0,0,1,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
250,1,Nibbenze Raincoat,Clothes,,330.0,550.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
251,2,Mag Pouch Leather,Equipment,,357.5,550.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
252,4,Badge#Withattach,Patches,,123.75,275.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
253,4,Change Rank Pssg,Patches,,81.0,180.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
254,1,Combat Socks Pnp,Clothes,,78.0,130.0,25,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
255,5,Gold Buckle Blue Nylon,Accessories,,71.5,130.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
256,1,A Shirt Pc0,Clothes,,300.0,500.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
257,2,Mag Pouch Fiber,Equipment,,325.0,500.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
258,2,Flashlight Pouch,Equipment,,162.5,250.0,25,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
259,4,Cidg Forrests,Patches,,112.5,250.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
260,2,Mc Metal Polish,Equipment,,65.0,100.0,24,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
261,2,Carabiner,Equipment,,65.0,100.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
262,2,Reflector Vest,Equipment,,325.0,500.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
263,2,Hollister,Equipment,,325.0,500.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
264,4,Fg Patch Goa,Patches,,22.5,50.0,4,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
265,2,Vests,Equipment,,325.0,500.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
266,1,Dryfit Green,Clothes,,150.0,250.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
267,3,Silver Buckle,Metal,,55.0,100.0,24,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
268,1,Brads Magnet,Clothes,,300.0,500.0,52,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
269,1,Seargent Pants,Clothes,,150.0,250.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
270,5,Black Gloves,Accessories,,24.75,45.0,11,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
271,1,Pixilized Short,Clothes,,300.0,500.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
272,4,Swat Tab Logo,Patches,,31.5,70.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
273,1,Socks Small Black,Clothes,,48.0,80.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
274,2,Tickler,Equipment,,32.5,50.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
275,1,Embroidered Black Socks,Clothes,,57.0,95.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
276,1,Embroidered White Socks,Clothes,,57.0,95.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
277,3,Orly Awards,Metal,,258.5,470.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
278,1,Socks Small White,Clothes,,45.0,75.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
279,2,Magnet,Equipment,,146.25,225.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
280,4,Police Staff Sergeant Rank Patch,Patches,,22.5,50.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
281,3,Logistic Pin,Metal,,137.5,250.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
282,1,Long Black Socks,Clothes,,36.0,60.0,25,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
283,4,Long Sleeve Patch,Patches,,189.0,420.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
284,6,Non Patrol Shoes,Shoes,,280.0,400.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
285,1,White Shirt,Clothes,,60.0,100.0,6,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
286,3,No Shine Buckle,Metal,,220.0,400.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
287,1,T Shirt White,Clothes,,240.0,400.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
288,5,Sou Bullcap,Accessories,,220.0,400.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
289,4,Spo Bord,Patches,,180.0,400.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
290,1,A Shirt S Ladies,Clothes,,240.0,400.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
291,4,4S Blue With Patch,Patches,,180.0,400.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
292,4,4S White W Patch,Patches,,180.0,400.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
293,1,L S White Sg,Clothes,,240.0,400.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
294,2,Metal Polish,Equipment,,65.0,100.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
295,5,Gold Buckle Only,Accessories,,55.0,100.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
296,2,Shoe Polish Brush,Equipment,,130.0,200.0,35,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
297,2,Shipping Fee,Equipment,,260.0,400.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
298,1,Berret,Clothes,,240.0,400.0,25,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
299,5,Unshine Buckle,Accessories,,220.0,400.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
300,1,Bernet Blue,Clothes,,240.0,400.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
301,2,Big Flight Pouch,Equipment,,260.0,400.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
302,1,Patrolman Goa,Clothes,,48.0,80.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
303,4,Patches Prbs,Patches,,180.0,400.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
304,1,Off Shirt,Clothes,,240.0,400.0,37,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
305,3,Rank Attach,Metal,,38.5,70.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
306,5,Pmas Shoulderloop,Accessories,,220.0,400.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
307,2,Holster Calik,Equipment,,130.0,200.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
308,4,Attach Patch,Patches,,83.25,185.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
309,4,Velciro,Patches,,171.0,380.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
310,2,Ledlight,Equipment,,123.5,190.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
311,5,Bullcap Embuss,Accessories,,209.0,380.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
312,5,Garrison,Accessories,,55.0,100.0,6,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
313,2,Buckle W Belt,Equipment,,117.0,180.0,25,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
314,1,Olivegreen Cotton,Clothes,,72.0,120.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
315,2,Belt Buckle Skeletal,Equipment,,117.0,180.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
316,4,Patrol Attach,Patches,,81.0,180.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
317,1,Change Unit Woven Mpd,Clothes,,108.0,180.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
318,4,Ces Patch,Patches,,31.5,70.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
319,4,Special Action Force,Patches,,31.5,70.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
320,1,Set Pal,Clothes,,210.0,350.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
321,4,Extra Qcpd Likod,Patches,,157.5,350.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
322,2,Tupple Mag Pouch,Equipment,,227.5,350.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
323,4,Commando Tab Logo,Patches,,31.5,70.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
324,2,Pcildipper,Equipment,,227.5,350.0,12,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
325,1,Cycle Number Vcit,Clothes,,210.0,350.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
326,2,Outside Holster,Equipment,,227.5,350.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
327,4,Pledge,Patches,,157.5,350.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
328,3,Hpg,Metal,,192.5,350.0,36,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
329,4,Commando Patch With Tab Logo,Patches,,31.5,70.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
330,4,Change Unit Goa,Patches,,36.0,80.0,6,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
331,1,Butak Mto,Clothes,,48.0,80.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
332,3,Migs Awards,Metal,,173.25,315.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
333,4,Patches Unit Pnp Logo,Patches,,45.0,100.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
334,1,Fsu Set,Clothes,,180.0,300.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
335,1,Lowsy Hat,Clothes,,180.0,300.0,16,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
336,3,Reverse Silver,Metal,,165.0,300.0,35,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
337,1,Small Pulis,Clothes,,90.0,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
338,2,Handcuffs Pouch,Equipment,,195.0,300.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
339,2,Handcuffscase Leather,Equipment,,195.0,300.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
340,2,Flight Holder,Equipment,,195.0,300.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
341,4,Pcag Patch,Patches,,67.5,150.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
342,2,Garterized,Equipment,,195.0,300.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
343,4,Out Inside,Patches,,135.0,300.0,35,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
344,4,Embro Shoulder B,Patches,,135.0,300.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
345,4,Hss,Patches,,18.0,40.0,13,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
346,3,Red Belt,Metal,,165.0,300.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
347,3,Rank For Pixi,Metal,,55.0,100.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
348,2,Tachcal Slling,Equipment,,195.0,300.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
349,5,Tou Ru Cap,Accessories,,165.0,300.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
350,2,Baton Case,Equipment,,195.0,300.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
351,3,Bagong Pilipinas Pin,Metal,,82.5,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
352,2,Baton Holder,Equipment,,195.0,300.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
353,1,V-Neck In,Clothes,,90.0,150.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
354,5,Belt Only,Accessories,,165.0,300.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
355,3,Brc Pin,Metal,,82.5,150.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
356,2,Box,Equipment,,195.0,300.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
357,3,Ugnayang Pampulisya,Metal,,12.83,23.33,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
358,4,Unit Patches,Patches,,126.0,280.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
359,1,Short Athletic Pants,Clothes,,168.0,280.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
360,1,Pnp Bullcap,Clothes,,168.0,280.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
361,5,Garterized Belt,Accessories,,154.0,280.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
362,4,Goa Attach,Patches,,63.0,140.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
363,2,Og Pryfit Pulls,Equipment,,182.0,280.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
364,4,Ncr,Patches,,40.5,90.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
365,1,Kn White,Clothes,,78.0,130.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
366,2,Black Pnp Long Socks,Equipment,,84.5,130.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
367,2,Tirgas,Equipment,,162.5,250.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
368,1,4S Black,Clothes,,150.0,250.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
369,3,Pnp Nameplate,Metal,,137.5,250.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
370,1,Df Pulis,Clothes,,150.0,250.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
371,1,Sa Pants,Clothes,,150.0,250.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
372,3,Np Pin,Metal,,137.5,250.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
373,4,Fg Patch,Patches,,22.5,50.0,13,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
374,2,Flight Led Light,Equipment,,162.5,250.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
375,2,Eyepro,Equipment,,162.5,250.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
376,3,Obc Pin,Metal,,137.5,250.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
377,2,Cy# Vest,Equipment,,162.5,250.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
378,1,Pnp Np,Clothes,,150.0,250.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
379,2,Skeletal,Equipment,,162.5,250.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
380,4,Np,Patches,,112.5,250.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
381,5,5:11 Cap,Accessories,,137.5,250.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
382,2,Suspender,Equipment,,162.5,250.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
383,4,Makati Logo For Vest,Patches,,112.5,250.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
384,6,Saf Paten,Shoes,,35.0,50.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
385,1,Army Bonet,Clothes,,150.0,250.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
386,1,Dryfit,Clothes,,150.0,250.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
387,1,White Pnp Socks,Clothes,,72.0,120.0,16,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
388,4,Change Rank Patrol,Patches,,54.0,120.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
389,1,Type C,Clothes,,144.0,240.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
390,4,Qcpd Woven,Patches,,36.0,80.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
391,3,Rank,Metal,,63.25,115.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
392,2,Set Garrison With Buckle Shine,Equipment,,149.5,230.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
393,2,Big Kiwi Brush,Equipment,,149.5,230.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
394,4,Sticker,Patches,,50.62,112.5,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
395,3,Half Matte Matte,Metal,,121.0,220.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
396,1,Uniform Type C,Clothes,,132.0,220.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
397,2,Unit Vest,Equipment,,130.0,200.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
398,4,Attach Rank Patrol,Patches,,90.0,200.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
399,5,Double Cap,Accessories,,55.0,100.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
400,2,Doubleclip,Equipment,,65.0,100.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
401,4,Surname,Patches,,90.0,200.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
402,5,Buckle Belt,Accessories,,110.0,200.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
403,4,Logistic,Patches,,90.0,200.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
404,2,Rank 4 Vest,Equipment,,130.0,200.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
405,1,Sando,Clothes,,120.0,200.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
406,3,Badge Embro,Metal,,55.0,100.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
407,3,Tabak Pin,Metal,,110.0,200.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
408,2,Kiwi Brush,Equipment,,130.0,200.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
409,2,Skeletal Garrison,Equipment,,130.0,200.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
410,3,Badge Sg,Metal,,55.0,100.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
411,2,Tir Gas,Equipment,,130.0,200.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
412,4,Attach Only Patch,Patches,,9.0,20.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
413,4,Embroidered Only,Patches,,9.0,20.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
414,2,Garrison Blue Black,Equipment,,65.0,100.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
415,5,Pnco Capdelace,Accessories,,110.0,200.0,9,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
416,5,Clip,Accessories,,27.5,50.0,14,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
417,3,Airbone,Metal,,110.0,200.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
418,1,Sf Patch,Clothes,,118.2,197.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
419,3,Sure Shock Pin,Metal,,99.0,180.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
420,4,Pal Attach,Patches,,81.0,180.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
421,4,Rank Fixi,Patches,,40.5,90.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
422,2,Single Mag Pouch,Equipment,,117.0,180.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
423,1,Set Garrison W Buckle,Clothes,,108.0,180.0,52,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
424,4,Change Unit Patrol,Patches,,81.0,180.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
425,3,Police Chief Master Sergeant Rank Fix,Metal,,49.5,90.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
426,1,Plain Bullcap,Clothes,,108.0,180.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
427,3,District Mobile Force Group Rank Goa,Metal,,49.5,90.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
428,3,Rank Goa Pcms,Metal,,49.5,90.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
429,4,Special Actior Force Tab,Patches,,15.75,35.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
430,2,Singleclip,Equipment,,52.0,80.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
431,2,Pair Rank,Equipment,,52.0,80.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
432,4,Pspm Patrol,Patches,,36.0,80.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
433,4,Pmsg Patrol,Patches,,36.0,80.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
434,2,Whistle Lanyard,Equipment,,104.0,160.0,8,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
435,4,Ncr Woven Less,Patches,,72.0,160.0,35,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
436,2,Kalasag,Equipment,,26.0,40.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
437,2,Whistle W Caribiner,Equipment,,97.5,150.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
438,2,Bruno Kiwi,Equipment,,97.5,150.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
439,5,M6 Me Tad,Accessories,,82.5,150.0,55,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
440,2,Small Flight Pouch,Equipment,,97.5,150.0,35,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
441,3,Cap Device,Metal,,82.5,150.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
442,5,Pnp Out,Accessories,,82.5,150.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
443,2,Nhq Woven,Equipment,,97.5,150.0,16,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
444,6,Jordan,Shoes,,105.0,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
445,5,Criminal Investigation Course,Accessories,,82.5,150.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
446,3,Pin B Pilipinas,Metal,,82.5,150.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
447,5,Patrol Socks,Accessories,,82.5,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
448,3,Criminology Pin,Metal,,82.5,150.0,37,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
449,3,Bison Pin,Metal,,82.5,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
450,3,Brc Pin Kasanayan Papuri,Metal,,82.5,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
451,3,Bisoc Pin,Metal,,82.5,150.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
452,4,Bp Bagong Pilipinas,Patches,,67.5,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
453,2,Kiwi Shoe Shiner,Equipment,,97.5,150.0,15,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
454,4,San Juan Logo,Patches,,67.5,150.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
455,3,Vet Badge,Metal,,82.5,150.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
456,3,Change Rank With Pssg Patrol,Metal,,82.5,150.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
457,4,Combat Information Center Patch,Patches,,67.5,150.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
458,4,Pair Pems,Patches,,22.5,50.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
459,5,Commando,Accessories,,82.5,150.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
460,4,Pnp Bisoc,Patches,,67.5,150.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
461,1,Scout,Clothes,,90.0,150.0,16,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
462,1,Goa,Clothes,,84.0,140.0,37,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
463,1,Name Mercado,Clothes,,84.0,140.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
464,2,Attachment,Equipment,,45.5,70.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
465,4,Embroidered Badge,Patches,,31.5,70.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
466,5,Necktie W Tie Clip,Accessories,,77.0,140.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
467,4,Brc,Patches,,58.5,130.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
468,5,Eye Pio,Accessories,,71.5,130.0,9,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
469,4,Pnpti,Patches,,18.0,40.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
